date,player,team,salary,batting_order,blended_rating,attack_conf,actual_dk_pts
2026-07-17,Manny Machado,San Diego Padres,3900,4,73.3,84.72316384180792,2.0
2026-07-17,Casey Schmitt,San Francisco Giants,4300,3,67.3,75.87577639751552,12.5
2026-07-17,Brice Turang,Milwaukee Brewers,5500,3,72.2,86.42857142857143,1.5
2026-07-17,Jackson Holliday,Baltimore Orioles,3300,9,57.4,58.997150997150996,2.5
2026-07-17,Rafael Devers,San Francisco Giants,3700,4,52.9,56.255639097744364,-1.5
2026-07-17,Jo Adell,Los Angeles Angels,3600,6,54.3,59.113702623906704,-1.0
2026-07-17,Isaac Collins,Kansas City Royals,2700,9,54.0,61.728813559322035,4.5
2026-07-17,Andrew Benintendi,Chicago White Sox,3100,5,52.4,58.986301369863014,4.5
2026-07-17,Alex Bregman,Chicago Cubs,4000,4,57.6,70.97122302158273,1.0
2026-07-17,Nick Loftin,Kansas City Royals,2900,8,55.8,68.54472630173565,4.5
2026-07-17,Ty France,San Diego Padres,2800,6,59.9,79.58895705521472,17.5
2026-07-17,Dylan Beavers,Baltimore Orioles,2700,6,49.4,59.312406576980564,-1.5
2026-07-17,Joey Ortiz,Milwaukee Brewers,2100,9,42.7,47.778523489932894,22.0
2026-07-17,Coby Mayo,Baltimore Orioles,3300,8,45.5,54.138088012139605,9.0
2026-07-17,Michael Massey,Kansas City Royals,3500,7,50.4,64.07202216066482,14.5
2026-07-17,Jake Cronenworth,San Diego Padres,2000,7,51.6,67.43462897526501,1.5
2026-07-17,Caleb Durbin,Boston Red Sox,2900,6,53.1,71.24034334763948,6.0
2026-07-17,Miguel Andujar,San Diego Padres,3000,8,45.6,57.19332406119611,21.0
2026-07-17,Jim Jarvis,Atlanta Braves,2000,8,48.7,65.67088607594937,13.5
2026-07-17,Jasson Dominguez,New York Yankees,3400,5,54.8,78.75366568914956,6.5
2026-07-17,Ernie Clement,Toronto Blue Jays,3000,1,48.3,68.57123834886818,9.0
2026-07-17,Christian Vazquez,Houston Astros,3000,9,31.1,36.77669902912621,-0.5
2026-07-17,Alejandro Kirk,Toronto Blue Jays,3300,5,40.5,56.027210884353735,6.5
2026-07-17,Tristan Gray,Minnesota Twins,2400,9,33.0,43.63829787234043,1.5
2026-07-18,Yordan Alvarez,Houston Astros,3000,2,98.6,93.10328638497653,8.5
2026-07-18,Drake Baldwin,Atlanta Braves,5100,1,84.8,94.6318407960199,8.0
2026-07-18,Casey Schmitt,San Francisco Giants,4300,3,73.7,78.53416149068323,1.5
2026-07-18,Taylor Ward,Baltimore Orioles,4600,3,72.1,83.05882352941177,3.5
2026-07-18,Jackson Holliday,Baltimore Orioles,3300,9,55.6,58.78459343794579,1.0
2026-07-18,Victor Mesa,Tampa Bay Rays,3000,7,61.4,74.0,14.0
2026-07-18,Leo Jimenez,Miami Marlins,2100,7,57.2,68.6474358974359,13.0
2026-07-18,Jose Tena,Washington Nationals,2700,3,70.1,100.0,1.5
2026-07-18,Caleb Durbin,Boston Red Sox,2900,6,45.7,54.12068965517241,-1.0
2026-07-18,Andruw Monasterio,Boston Red Sox,2400,7,49.3,61.435261707988985,16.0
2026-07-18,Jake Mangum,Pittsburgh Pirates,3000,1,45.7,57.79918588873813,2.5
2026-07-18,Joey Ortiz,Milwaukee Brewers,2100,9,39.9,46.666666666666664,10.5
2026-07-18,Jim Jarvis,Atlanta Braves,2000,9,36.1,41.94660194174757,6.5
2026-07-18,Chandler Simpson,Tampa Bay Rays,3500,5,42.2,54.94063926940639,16.5
2026-07-18,Carlos Narvaez,Boston Red Sox,2100,9,35.0,41.357142857142854,-1.0
2026-07-18,Jacob Wilson,Athletics,3700,1,45.1,62.25356125356125,25.5
2026-07-18,Yainer Diaz,Houston Astros,3000,6,40.4,59.845238095238095,-0.5
2026-07-19,Yordan Alvarez,Houston Astros,3000,1,118.0,96.10328638497653,6.5
2026-07-19,Ben Rice,New York Yankees,5900,2,116.5,99.27926078028747,2.5
2026-07-19,Elly De La Cruz,Cincinnati Reds,3000,1,97.7,100.0,9.0
2026-07-19,Andres Chaparro,Washington Nationals,2000,1,95.3,100.0,1.5
2026-07-19,Trent Grisham,New York Yankees,4100,1,88.0,88.53236459709379,0.0
2026-07-19,Joc Pederson,Texas Rangers,3200,1,92.7,100.0,9.5
2026-07-19,Griffin Conine,Miami Marlins,3200,7,91.2,99.05919661733616,1.5
2026-07-19,Drake Baldwin,Atlanta Braves,5100,1,91.4,99.6318407960199,44.0
2026-07-19,Jonathan Aranda,Tampa Bay Rays,4100,2,91.2,100.0,4.0
2026-07-19,Bryce Eldridge,San Francisco Giants,3400,1,82.6,84.77580071174377,20.0
2026-07-19,Spencer Steer,Cincinnati Reds,3000,4,83.3,97.1038961038961,-0.5
2026-07-19,Taylor Ward,Baltimore Orioles,4600,2,84.0,100.0,8.0
2026-07-19,Nathaniel Lowe,Cincinnati Reds,3000,5,72.2,81.00499375780275,17.0
2026-07-19,Wilyer Abreu,Boston Red Sox,4400,3,80.4,100.0,4.0
2026-07-19,Cody Bellinger,New York Yankees,4900,4,63.8,71.34469200524246,9.5
2026-07-19,Seiya Suzuki,Chicago Cubs,4600,2,63.7,73.50855745721272,13.0
2026-07-19,Manny Machado,San Diego Padres,3900,3,61.8,69.97994269340974,8.0
2026-07-19,Ty France,San Diego Padres,2800,4,68.8,83.99882214369848,34.0
2026-07-19,Victor Mesa,Tampa Bay Rays,3000,6,66.0,79.0,13.5
2026-07-19,Leo Jimenez,Miami Marlins,2100,6,60.7,69.6474358974359,-0.5
2026-07-19,Nolan Schanuel,Los Angeles Angels,3400,1,58.8,66.6607869742198,9.0
2026-07-19,Nick Gonzales,Pittsburgh Pirates,3000,6,62.0,73.70984455958549,13.0
2026-07-19,Victor Caratini,Minnesota Twins,3000,5,48.5,49.48930099857347,3.0
2026-07-19,Cole Young,Seattle Mariners,3200,1,56.3,65.94389901823283,20.5
2026-07-19,Chase Delauter,Cleveland Guardians,3500,3,62.9,80.47837150127226,6.5
2026-07-19,Andrew Benintendi,Chicago White Sox,3100,5,53.0,60.90784044016506,11.0
2026-07-19,Wade Meckler,Los Angeles Angels,3200,1,51.9,59.251588310038116,0.0
2026-07-19,Tristan Peters,Chicago White Sox,2700,8,51.9,60.31211750305998,-1.5
2026-07-19,Billy Cook,Pittsburgh Pirates,3000,9,51.1,59.5633423180593,26.5
2026-07-19,Andruw Monasterio,Boston Red Sox,2400,7,64.8,88.0,8.5
2026-07-19,Brett Baty,New York Mets,2700,8,54.1,67.66773162939297,5.0
2026-07-19,Jasson Dominguez,New York Yankees,3400,3,48.9,59.401459854014604,2.0
2026-07-19,Jt Realmuto,Philadelphia Phillies,3600,7,44.7,52.0,2.5
2026-07-19,Tj Rumfield,Colorado Rockies,4400,4,53.4,69.62370540851553,-1.0
2026-07-19,Braden Montgomery,Chicago White Sox,3200,6,48.6,60.33850493653033,7.5
2026-07-19,Yainer Diaz,Houston Astros,3000,1,49.6,62.778443113772454,2.5
2026-07-19,Jacob Young,Washington Nationals,3200,1,62.0,87.54992319508449,15.0
2026-07-19,Joey Ortiz,Milwaukee Brewers,2100,9,47.9,60.66666666666666,1.5
2026-07-19,Tim Tawa,Arizona Diamondbacks,2500,1,47.7,60.78409090909091,0.0
2026-07-19,Willy Adames,San Francisco Giants,3300,1,38.3,42.528089887640455,3.0
2026-07-19,Chandler Simpson,Tampa Bay Rays,3500,5,47.5,63.01526717557252,8.0
2026-07-19,Jim Jarvis,Atlanta Braves,2000,8,46.9,61.94660194174757,-0.5
2026-07-19,Jahmai Jones,Boston Red Sox,3000,1,55.9,80.95850622406638,6.5
2026-07-19,Jake Mangum,Pittsburgh Pirates,3000,1,45.1,59.46238030095759,7.0
2026-07-19,Trea Turner,Philadelphia Phillies,5400,1,41.9,53.6500754147813,6.0
2026-07-19,Lamonte Wade,Houston Astros,3000,1,39.7,49.47747747747748,1.5
2026-07-19,Tj Friedl,Cincinnati Reds,3000,8,37.2,48.36190476190476,2.0
2026-07-19,Patrick Bailey,Cleveland Guardians,2200,8,37.8,52.3828125,-1.0
2026-07-20,Yordan Alvarez,Houston Astros,3000,2,109.0,100.0,30.5
2026-07-20,Ben Rice,New York Yankees,5900,2,108.2,100.0,6.5
2026-07-20,Andres Chaparro,Washington Nationals,2000,3,102.5,100.0,18.0
2026-07-20,Drake Baldwin,Atlanta Braves,5100,1,95.0,100.0,-1.0
2026-07-20,Jac Caglianone,Kansas City Royals,4600,3,89.2,93.34343434343434,-0.5
2026-07-20,Fernando Tatis,San Diego Padres,4500,1,90.5,100.0,2.0
2026-07-20,Joc Pederson,Texas Rangers,3200,1,90.4,100.0,13.0
2026-07-20,Elly De La Cruz,Cincinnati Reds,3000,1,86.5,92.9359720605355,6.5
2026-07-20,Wilyer Abreu,Boston Red Sox,4400,3,88.7,97.43396226415094,13.5
2026-07-20,Seiya Suzuki,Chicago Cubs,4600,2,78.8,87.24939467312349,17.0
2026-07-20,Dane Myers,Cincinnati Reds,3000,7,73.8,80.07894736842105,7.5
2026-07-20,Taylor Ward,Baltimore Orioles,4600,1,81.3,96.77540106951872,6.5
2026-07-20,Lars Nootbaar,St. Louis Cardinals,3900,5,76.3,88.44890038809832,4.5
2026-07-20,Royce Lewis,Minnesota Twins,3600,5,79.7,95.98550724637681,6.5
2026-07-20,Francisco Lindor,New York Mets,4400,4,79.3,100.0,4.5
2026-07-20,Jp Crawford,Seattle Mariners,3600,1,68.6,79.0,0.0
2026-07-20,Trevor Larnach,Minnesota Twins,3700,1,70.8,86.36674816625917,9.0
2026-07-20,Spencer Steer,Cincinnati Reds,3000,4,63.6,72.29512516469038,1.5
2026-07-20,Cole Young,Seattle Mariners,3200,7,60.1,66.29281767955801,2.0
2026-07-20,Tyler Stephenson,Cincinnati Reds,3000,6,58.8,63.739251040221916,-0.5
2026-07-20,Jackson Merrill,San Diego Padres,3900,2,72.2,91.0,-1.0
2026-07-20,Nolan Schanuel,Los Angeles Angels,3400,3,76.5,99.67204301075269,8.0
2026-07-20,Victor Mesa,Tampa Bay Rays,3000,6,65.3,79.0,13.0
2026-07-20,Ty France,San Diego Padres,2800,4,75.8,100.0,16.5
2026-07-20,Masataka Yoshida,Boston Red Sox,3000,5,62.5,77.6236559139785,2.5
2026-07-20,Josh Naylor,Seattle Mariners,4700,6,55.5,65.63934426229508,3.0
2026-07-20,Wyatt Langford,Texas Rangers,4000,2,61.9,78.69856459330144,7.5
2026-07-20,Ryan Mcmahon,New York Yankees,2400,7,54.1,63.22054380664653,4.5
2026-07-20,Steven Kwan,Cleveland Guardians,3200,1,67.6,90.78125,4.0
2026-07-20,Pedro Ramirez,Chicago Cubs,2200,7,59.0,75.50977835723599,4.0
2026-07-20,Francisco Alvarez,New York Mets,3000,9,59.0,76.42297650130548,6.5
2026-07-20,Andrew Benintendi,Chicago White Sox,3100,5,56.2,72.01091405184175,11.0
2026-07-20,Evan Carter,Texas Rangers,3000,7,57.5,74.71604938271605,5.0
2026-07-20,Austin Riley,Atlanta Braves,3500,4,63.4,87.08523592085236,2.0
2026-07-20,Jacob Young,Washington Nationals,3200,6,67.5,96.62691131498471,20.0
2026-07-20,Jt Realmuto,Philadelphia Phillies,3600,7,51.0,64.0,4.5
2026-07-20,Tristan Peters,Chicago White Sox,2700,8,56.0,74.22180916976455,6.5
2026-07-20,Jacob Wilson,Athletics,3700,1,55.1,73.57123098201936,17.0
2026-07-20,Jake Mccarthy,Colorado Rockies,4100,1,58.2,79.93023255813954,8.0
2026-07-20,Braden Montgomery,Chicago White Sox,3200,7,51.2,66.36578581363004,9.0
2026-07-20,Tim Tawa,Arizona Diamondbacks,2500,3,65.0,95.0,-0.5
2026-07-20,Alejandro Kirk,Toronto Blue Jays,3300,7,48.4,62.118530884808024,5.0
2026-07-20,Yainer Diaz,Houston Astros,3000,6,53.8,73.30827067669173,4.5
2026-07-20,Sungmun Song,San Diego Padres,2600,9,46.5,59.0,-0.5
2026-07-20,Richie Palacios,Tampa Bay Rays,3400,7,43.9,53.9208211143695,-1.5
2026-07-20,Joey Ortiz,Milwaukee Brewers,2100,9,56.0,78.55284552845528,17.0
2026-07-20,Chandler Simpson,Tampa Bay Rays,3500,5,44.7,58.09365558912387,9.5
2026-07-20,Freddy Fermin,San Diego Padres,2100,8,49.7,72.30975143403441,2.5
2026-07-20,Trea Turner,Philadelphia Phillies,5400,1,47.7,69.22638680659671,38.0
2026-07-20,Austin Wells,New York Yankees,2500,8,48.0,70.9800796812749,6.0
2026-07-20,Brett Baty,New York Mets,2700,8,49.7,75.04501607717042,-1.5
2026-07-21,Yordan Alvarez,Houston Astros,3000,2,108.8,100.0,7.5
2026-07-21,Byron Buxton,Minnesota Twins,5900,2,92.8,100.0,3.0
2026-07-21,Curtis Mead,Washington Nationals,5000,5,92.1,100.0,-1.5
2026-07-21,Elly De La Cruz,Cincinnati Reds,3000,1,91.2,98.32318501170961,16.0
2026-07-21,Fernando Tatis,San Diego Padres,4500,1,90.2,100.0,27.5
2026-07-21,Drake Baldwin,Atlanta Braves,5100,1,88.2,100.0,6.0
2026-07-21,Seiya Suzuki,Chicago Cubs,4600,2,80.4,96.1140456182473,11.5
2026-07-21,Chase Delauter,Cleveland Guardians,3500,3,77.4,98.64764267990074,5.5
2026-07-21,Royce Lewis,Minnesota Twins,3600,5,77.7,100.0,2.0
2026-07-21,Nolan Schanuel,Los Angeles Angels,3400,3,74.3,94.58510638297872,8.5
2026-07-21,Lane Thomas,Kansas City Royals,3300,2,76.0,98.48293963254594,-1.0
2026-07-21,Nathaniel Lowe,Cincinnati Reds,3000,5,64.8,76.13895781637717,14.0
2026-07-21,Ty France,San Diego Padres,2800,4,71.6,90.0,8.5
2026-07-21,Garrett Mitchell,Milwaukee Brewers,3300,5,59.3,66.37695078031213,0.0
2026-07-21,Steven Kwan,Cleveland Guardians,3200,1,71.8,92.81004709576138,13.0
2026-07-21,Jesus Rodriguez,San Francisco Giants,2300,7,68.1,86.6854724964739,6.5
2026-07-21,Jacob Young,Washington Nationals,3200,9,64.3,82.28402366863905,-1.0
2026-07-21,Andrew Benintendi,Chicago White Sox,3100,5,58.4,73.59023066485753,-0.5
2026-07-21,Isaac Paredes,Houston Astros,3000,3,57.2,71.53246753246754,21.0
2026-07-21,Nolan Arenado,Arizona Diamondbacks,3300,6,67.1,93.13513513513513,4.0
2026-07-21,Jose Tena,Washington Nationals,2700,3,58.1,75.47124824684431,7.0
2026-07-21,Austin Riley,Atlanta Braves,3500,4,63.0,86.0,-1.0
2026-07-21,Willi Castro,Colorado Rockies,4300,4,57.7,76.87431693989072,6.5
2026-07-21,Cole Young,Seattle Mariners,3200,1,52.9,68.44444444444444,0.0
2026-07-21,Max Muncy,Athletics,3500,1,46.0,55.181688125894134,-1.0
2026-07-21,Jacob Wilson,Athletics,3700,1,45.7,54.704607046070464,18.0
2026-07-21,Luke Keaschall,Minnesota Twins,3000,8,57.8,82.01709401709402,-1.0
2026-07-21,Jorge Barrosa,Arizona Diamondbacks,2400,9,53.4,76.016155088853,4.5
2026-07-21,Jake Cronenworth,San Diego Padres,2000,2,47.8,65.5667870036101,6.0
2026-07-21,Haoyu Lee,Detroit Tigers,3000,3,53.1,78.0,5.0
2026-07-21,Jt Realmuto,Philadelphia Phillies,3600,6,48.4,69.0,4.0
2026-07-21,Alex Call,Los Angeles Dodgers,3000,8,40.1,53.130434782608695,-0.5
2026-07-21,Braden Montgomery,Chicago White Sox,3200,4,50.9,74.82758620689656,0.0
2026-07-21,Taylor Walls,Tampa Bay Rays,2700,8,29.6,32.337683523654164,1.0
2026-07-21,Christian Vazquez,Houston Astros,3000,9,36.4,46.02945990180033,-1.0
2026-07-21,Victor Robles,Seattle Mariners,2500,7,37.6,48.51351351351351,3.0
2026-07-21,Tj Friedl,Cincinnati Reds,3000,8,30.6,38.77735124760076,6.0
2026-07-22,Yordan Alvarez,Houston Astros,3000,2,107.2,97.80481036077705,19.0
2026-07-22,Drake Baldwin,Atlanta Braves,5100,1,93.4,100.0,14.0
2026-07-22,Fernando Tatis,San Diego Padres,4500,1,91.7,100.0,17.5
2026-07-22,Michael Harris,Atlanta Braves,4200,4,88.8,98.81818181818181,1.5
2026-07-22,Wilyer Abreu,Boston Red Sox,4400,3,84.6,98.05555555555556,-1.0
2026-07-22,Chase Delauter,Cleveland Guardians,3500,3,76.7,93.32178217821782,3.0
2026-07-22,Manny Machado,San Diego Padres,3900,3,76.1,92.64786795048143,1.0
2026-07-22,Ty France,San Diego Padres,2800,4,76.2,100.0,-1.0
2026-07-22,Billy Cook,Pittsburgh Pirates,3000,9,66.8,82.0,-1.0
2026-07-22,Seiya Suzuki,Chicago Cubs,4600,2,66.5,83.86057692307692,13.0
2026-07-22,Steven Kwan,Cleveland Guardians,3200,1,65.6,84.0,9.0
2026-07-22,Isaac Paredes,Houston Astros,3000,3,55.0,64.3764404609475,17.0
2026-07-22,Alejandro Osuna,Texas Rangers,2400,8,63.9,83.85714285714286,2.5
2026-07-22,Wyatt Langford,Texas Rangers,4000,1,66.9,93.47641509433963,1.5
2026-07-22,Michael Conforto,Chicago Cubs,3500,7,50.8,62.368932038834956,-1.5
2026-07-22,Braden Montgomery,Chicago White Sox,3200,5,54.9,70.50142450142451,11.0
2026-07-22,Andruw Monasterio,Boston Red Sox,2400,8,57.0,75.0,6.0
2026-07-22,Luis Rengifo,San Diego Padres,2700,2,61.7,87.0,15.5
2026-07-22,Marcell Ozuna,Pittsburgh Pirates,3000,6,52.4,68.92393026941363,-1.0
2026-07-22,George Springer,Toronto Blue Jays,3700,4,51.7,68.82857142857144,1.5
2026-07-22,Austin Riley,Atlanta Braves,3500,5,52.6,72.40215716486902,6.5
2026-07-22,Patrick Bailey,Cleveland Guardians,2200,8,49.0,65.3682310469314,9.0
2026-07-22,Chandler Simpson,Tampa Bay Rays,3500,5,49.3,67.76331360946745,19.0
2026-07-22,Jase Bowen,San Diego Padres,2400,9,52.1,74.0,-1.0
2026-07-22,Alejandro Kirk,Toronto Blue Jays,3300,6,44.1,58.78787878787878,17.0
2026-07-22,Petey Halpin,Cleveland Guardians,2600,9,41.1,55.0,10.0
2026-07-22,Caleb Durbin,Boston Red Sox,2900,6,42.1,57.330484330484325,2.0
2026-07-23,Gabriel Moreno,Arizona Diamondbacks,3900,3,83.7,90.42788461538461,17.0
2026-07-23,Vinnie Pasquantino,Kansas City Royals,4100,3,71.8,87.63363363363364,8.0
2026-07-23,Jimmy Crooks,St. Louis Cardinals,2400,9,54.0,63.61716171617162,3.0
2026-07-23,Spencer Torkelson,Detroit Tigers,3000,7,49.5,58.43406593406593,-1.5
2026-07-23,Max Kepler,Arizona Diamondbacks,2500,4,52.8,70.94845360824742,4.0
2026-07-23,Carter Jensen,Kansas City Royals,4200,1,37.7,54.37837837837838,6.5
2026-07-24,Willson Contreras,Boston Red Sox,4900,4,105.4,100.0,9.0
2026-07-24,Dillon Dingler,Detroit Tigers,3000,3,98.8,100.0,0.5
2026-07-24,Alec Burleson,St. Louis Cardinals,4500,3,95.3,100.0,-1.0
2026-07-24,Drake Baldwin,Atlanta Braves,5100,1,93.0,100.0,12.5
2026-07-24,Fernando Tatis,San Diego Padres,4500,1,91.8,100.0,1.0
2026-07-24,Gabriel Moreno,Arizona Diamondbacks,3900,4,90.8,100.0,7.5
2026-07-24,Andres Chaparro,Washington Nationals,2000,3,90.0,100.0,5.0
2026-07-24,Elly De La Cruz,Cincinnati Reds,3000,1,88.0,100.0,16.5
2026-07-24,Michael Harris,Atlanta Braves,4200,4,82.0,93.65227817745803,9.5
2026-07-24,Dane Myers,Cincinnati Reds,3000,8,78.2,92.66534914361002,-1.0
2026-07-24,Wilyer Abreu,Boston Red Sox,4400,3,79.5,100.0,1.0
2026-07-24,Vinnie Pasquantino,Kansas City Royals,4100,5,67.7,78.30075187969925,-2.0
2026-07-24,Manny Machado,San Diego Padres,3900,3,62.0,71.14127423822715,9.5
2026-07-24,Wade Meckler,Los Angeles Angels,3200,6,54.0,58.8671679197995,-1.0
2026-07-24,Isaac Paredes,Houston Astros,3000,3,58.1,69.42424242424242,6.0
2026-07-24,Josh Naylor,Seattle Mariners,4700,5,57.8,69.5425219941349,4.0
2026-07-24,Jimmy Crooks,St. Louis Cardinals,2400,9,63.7,81.61716171617162,5.0
2026-07-24,Andruw Monasterio,Boston Red Sox,2400,8,70.0,95.77088948787062,4.5
2026-07-24,Jacob Young,Washington Nationals,3200,6,62.5,81.0359820089955,-0.5
2026-07-24,Jackson Merrill,San Diego Padres,3900,5,59.1,75.0,1.5
2026-07-24,Masataka Yoshida,Boston Red Sox,3000,5,61.1,79.57608695652173,6.0
2026-07-24,Jeff Mcneil,Athletics,2500,1,62.1,82.51768488745981,2.0
2026-07-24,George Springer,Toronto Blue Jays,3700,4,62.2,83.49928876244665,2.0
2026-07-24,Edwin Arroyo,Cincinnati Reds,3000,9,53.5,66.47412353923205,3.0
2026-07-24,Max Kepler,Arizona Diamondbacks,2500,6,62.5,85.51362984218078,7.0
2026-07-24,Evan Carter,Texas Rangers,3000,5,47.4,59.24727838258164,4.0
2026-07-24,Alejandro Kirk,Toronto Blue Jays,3300,5,55.2,75.6875,4.5
2026-07-24,Ian Happ,Chicago Cubs,4500,5,44.7,55.311603650586704,4.0
2026-07-24,Chandler Simpson,Tampa Bay Rays,3500,6,53.6,74.78041543026706,12.0
2026-07-24,Eugenio Suarez,Cincinnati Reds,3000,4,53.7,75.26099706744867,20.5
2026-07-24,Caleb Durbin,Boston Red Sox,2900,6,50.4,69.6441893830703,1.0
2026-07-24,Chase Meidroth,Chicago White Sox,3600,8,48.7,66.67626886145405,10.5
2026-07-24,Nasim Nunez,Washington Nationals,3500,9,42.5,54.56962025316456,0.0
2026-07-24,Haoyu Lee,Detroit Tigers,3000,6,46.0,62.0,10.0
2026-07-24,Petey Halpin,Cleveland Guardians,2600,9,37.4,45.23893805309734,-0.5
2026-07-24,Jonny Deluca,Tampa Bay Rays,3700,5,42.8,57.89115646258504,15.0
2026-07-24,Joey Bart,Atlanta Braves,2700,8,33.9,42.224924012158056,9.5
2026-07-24,Carter Jensen,Kansas City Royals,4200,1,37.5,53.43301759133965,-1.5
2026-07-25,Drake Baldwin,Atlanta Braves,5100,1,101.8,100.0,2.5
2026-07-25,Michael Harris,Atlanta Braves,4200,4,92.1,93.47368421052632,4.5
2026-07-25,Elly De La Cruz,Cincinnati Reds,3000,1,88.2,100.0,4.5
2026-07-25,Fernando Tatis,San Diego Padres,4500,1,84.4,96.5421686746988,4.0
2026-07-25,Cole Young,Seattle Mariners,3200,1,63.0,74.34265734265735,0.0
2026-07-25,Jacob Gonzalez,Pittsburgh Pirates,2300,8,56.2,60.85869565217391,-0.5
2026-07-25,Steven Kwan,Cleveland Guardians,3200,1,68.0,84.595166163142,2.5
2026-07-25,Jackson Merrill,San Diego Padres,3900,5,64.8,79.0,17.0
2026-07-25,Tyler Oneill,Baltimore Orioles,2600,7,57.9,68.0,-1.0
2026-07-25,Isaac Paredes,Houston Astros,3000,3,56.4,66.47328244274809,11.5
2026-07-25,Manny Machado,San Diego Padres,3900,3,60.7,75.11602209944752,6.5
2026-07-25,Austin Wells,New York Yankees,2500,9,51.7,60.0,18.0
2026-07-25,Jeff Mcneil,Athletics,2500,1,71.2,100.0,9.5
2026-07-25,Josh Naylor,Seattle Mariners,4700,5,54.5,66.92035398230088,1.5
2026-07-25,Brett Baty,New York Mets,2700,8,47.1,52.137380191693296,4.0
2026-07-25,Edwin Arroyo,Cincinnati Reds,3000,8,56.5,72.59731543624162,-0.5
2026-07-25,Braden Montgomery,Chicago White Sox,3200,6,57.2,76.95580110497238,2.0
2026-07-25,Jacob Wilson,Athletics,3700,1,62.4,89.11186903137789,0.0
2026-07-25,Chase Meidroth,Chicago White Sox,3600,8,46.4,59.01909959072306,-0.5
2026-07-25,Chandler Simpson,Tampa Bay Rays,3500,5,53.7,74.85714285714286,5.5
2026-07-25,Christian Yelich,Milwaukee Brewers,5000,1,63.0,93.51523545706371,6.5
2026-07-25,Patrick Bailey,Cleveland Guardians,2200,8,49.5,68.0,-0.5
2026-07-25,Ian Happ,Chicago Cubs,4500,5,48.8,66.8848167539267,1.0
2026-07-25,Willi Castro,Colorado Rockies,4300,6,35.1,42.58692628650904,-1.0
2026-07-25,Eugenio Suarez,Cincinnati Reds,3000,4,48.4,72.35622317596567,-2.0
2026-07-25,Petey Halpin,Cleveland Guardians,2600,9,37.7,53.392120075046904,0.0
2026-07-26,Alec Bohm,Philadelphia Phillies,3500,5,60.1,79.31530139103555,18.0
2026-07-27,Elly De La Cruz,Cincinnati Reds,3000,1,92.5,100.0,0.0
2026-07-27,Drake Baldwin,Atlanta Braves,5100,2,89.2,100.0,2.5
2026-07-27,Gabriel Moreno,Arizona Diamondbacks,3900,3,82.8,100.0,1.0
2026-07-27,Steven Kwan,Cleveland Guardians,3200,1,64.9,81.1927162367223,0.0
2026-07-27,Isaac Paredes,Houston Astros,3000,3,64.3,82.3145780051151,4.0
2026-07-27,Lawrence Butler,Athletics,3000,1,59.5,73.38063439065108,-1.0
2026-07-27,Jeff Mcneil,Athletics,2500,1,62.0,80.0,3.0
2026-07-27,Andruw Monasterio,Boston Red Sox,2400,8,61.7,81.23489932885906,6.5
2026-07-27,Tyrone Taylor,New York Mets,2400,7,62.2,84.0,27.5
2026-07-27,George Springer,Toronto Blue Jays,3700,4,60.9,82.10578279266574,3.0
2026-07-27,Chase Meidroth,Chicago White Sox,3600,5,49.8,62.64450474898236,6.5
2026-07-27,Alejandro Kirk,Toronto Blue Jays,3300,5,52.5,68.9659969088099,1.5
2026-07-27,Patrick Bailey,Cleveland Guardians,2200,8,50.3,66.19469026548673,0.0
2026-07-27,Haoyu Lee,Detroit Tigers,3000,7,46.6,59.0,6.5
2026-07-27,Christian Yelich,Milwaukee Brewers,5000,1,51.8,71.17127071823205,-1.0
2026-07-27,Alika Williams,Athletics,3000,1,43.6,56.67403314917127,2.0
2026-07-27,Taylor Trammell,Houston Astros,3000,6,48.5,67.04651162790698,21.5
2026-07-27,Joey Bart,Atlanta Braves,2700,8,37.9,47.821114369501466,2.5
2026-07-27,Petey Halpin,Cleveland Guardians,2600,9,38.0,51.71698113207546,0.0
2026-07-28,Endy Rodriguez,Pittsburgh Pirates,3000,7,85.1,92.62369337979094,10.5
2026-07-28,Fernando Tatis,San Diego Padres,4500,1,85.2,96.37753721244925,21.0
2026-07-28,Joc Pederson,Texas Rangers,3200,1,77.2,91.56074766355141,3.5
2026-07-28,Manny Machado,San Diego Padres,3900,3,76.8,91.19891008174388,15.0
2026-07-28,Jackson Merrill,San Diego Padres,3900,5,75.8,93.0,17.5
2026-07-28,Rafael Devers,San Francisco Giants,3700,4,70.1,82.00750938673342,2.5
2026-07-28,Tyler Soderstrom,Athletics,5100,1,65.7,74.99759326113117,-1.0
2026-07-28,Jackson Holliday,Baltimore Orioles,3300,6,64.5,74.39787798408489,6.0
2026-07-28,Nathaniel Lowe,Cincinnati Reds,3000,4,73.4,95.69607843137256,-0.5
2026-07-28,Jake Cronenworth,San Diego Padres,2000,2,70.8,91.45528455284553,1.5
2026-07-28,Cole Young,Seattle Mariners,3200,1,54.6,60.39748953974896,5.0
2026-07-28,Wyatt Langford,Texas Rangers,4000,2,60.4,73.1830985915493,3.5
2026-07-28,Travis Bazzana,Cleveland Guardians,4600,6,57.7,68.1417004048583,2.0
2026-07-28,Jacob Young,Washington Nationals,3200,9,60.6,74.06666666666666,12.0
2026-07-28,Colt Keith,Detroit Tigers,3000,5,63.2,82.88078541374475,21.0
2026-07-28,Evan Carter,Texas Rangers,3000,5,53.2,64.95652173913044,16.5
2026-07-28,George Springer,Toronto Blue Jays,3700,4,57.9,74.49152542372882,20.0
