Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2B,Brandon Lowe (43369450),Brandon Lowe,43369450,2B,5500,SEA@PIT 06/25/2026 12:35PM ET,PIT,8.76
1B/3B,Yandy Diaz (43369451),Yandy Diaz,43369451,1B/3B,5200,KC@TB 06/25/2026 12:10PM ET,TB,9
OF,Randy Arozarena (43369453),Randy Arozarena,43369453,OF,5100,SEA@PIT 06/25/2026 12:35PM ET,SEA,8.82
RP,Daniel Lynch IV (43369577),Daniel Lynch IV,43369577,P,5000,KC@TB 06/25/2026 12:10PM ET,KC,3.16
RP,Mitch Spence (43369578),Mitch Spence,43369578,P,5000,KC@TB 06/25/2026 12:10PM ET,KC,-4.1
RP,Mason Black (43369579),Mason Black,43369579,P,5000,KC@TB 06/25/2026 12:10PM ET,KC,3.10
RP,Luinder Avila (43369580),Luinder Avila,43369580,P,5000,KC@TB 06/25/2026 12:10PM ET,KC,6.4
OF,Bryan Reynolds (43369454),Bryan Reynolds,43369454,OF,5000,SEA@PIT 06/25/2026 12:35PM ET,PIT,8.98
OF,Julio Rodriguez (43369455),Julio Rodriguez,43369455,OF,4900,SEA@PIT 06/25/2026 12:35PM ET,SEA,7.91
OF,Ryan O'Hearn (43369456),Ryan O'Hearn,43369456,OF,4800,SEA@PIT 06/25/2026 12:35PM ET,PIT,7.89
1B,Josh Naylor (43369457),Josh Naylor,43369457,1B,4700,SEA@PIT 06/25/2026 12:35PM ET,SEA,7.36
C,Cal Raleigh (43369458),Cal Raleigh,43369458,C,4600,SEA@PIT 06/25/2026 12:35PM ET,SEA,5.98
1B/OF,Jac Caglianone (43369459),Jac Caglianone,43369459,1B/OF,4500,KC@TB 06/25/2026 12:10PM ET,KC,7.28
3B,Nick Gonzales (43369461),Nick Gonzales,43369461,3B,4400,SEA@PIT 06/25/2026 12:35PM ET,PIT,6.93
1B,Spencer Horwitz (43369462),Spencer Horwitz,43369462,1B,4300,SEA@PIT 06/25/2026 12:35PM ET,PIT,7.26
1B,Jonathan Aranda (43369463),Jonathan Aranda,43369463,1B,4200,KC@TB 06/25/2026 12:10PM ET,TB,8.16
3B/SS,Maikel Garcia (43369509),Maikel Garcia,43369509,3B/SS,4200,KC@TB 06/25/2026 12:10PM ET,KC,6.84
1B,Vinnie Pasquantino (43369511),Vinnie Pasquantino,43369511,1B,4100,KC@TB 06/25/2026 12:10PM ET,KC,6.53
OF,Luke Raley (43369464),Luke Raley,43369464,OF,4100,SEA@PIT 06/25/2026 12:35PM ET,SEA,5.91
C,Carter Jensen (43369465),Carter Jensen,43369465,C,4000,KC@TB 06/25/2026 12:10PM ET,KC,6.78
SP,Alec Marsh (43369581),Alec Marsh,43369581,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,0
RP,Jon Heasley (43369582),Jon Heasley,43369582,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,-1.8
RP,James McArthur (43369583),James McArthur,43369583,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,0
RP,Alex Cook (43369584),Alex Cook,43369584,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,0
SP,Ben Kudrna (43369585),Ben Kudrna,43369585,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,0
SP,Steven Zobac (43369586),Steven Zobac,43369586,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,0
RP,Michael Grove (43369587),Michael Grove,43369587,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,0
RP,Casey Legumina (43369590),Casey Legumina,43369590,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,3.04
RP,Edwin Uceta (43369591),Edwin Uceta,43369591,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,0
RP,Cam Booser (43369592),Cam Booser,43369592,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,4.11
RP,Chase Solesky (43369594),Chase Solesky,43369594,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,6.55
RP,Steven Cruz (43369595),Steven Cruz,43369595,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,2.96
RP,Hunter Bigge (43369596),Hunter Bigge,43369596,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,1.59
RP,Nick Mears (43369598),Nick Mears,43369598,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,2.00
RP,Beck Way (43369599),Beck Way,43369599,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,3.41
RP,Garrett Cleavinger (43369601),Garrett Cleavinger,43369601,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,3.20
RP,Kevin Kelly (43369604),Kevin Kelly,43369604,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,3.31
RP,Eric Cerantola (43369607),Eric Cerantola,43369607,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,3.6
RP,Craig Kimbrel (43369608),Craig Kimbrel,43369608,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,2.10
RP,Carlos Estevez (43369613),Carlos Estevez,43369613,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,-14.85
RP,Eli Morgan (43369615),Eli Morgan,43369615,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,2.09
RP,Matt Strahm (43369617),Matt Strahm,43369617,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,1.83
RP,Chris Roycroft (43369619),Chris Roycroft,43369619,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,-1.6
RP,John Schreiber (43369620),John Schreiber,43369620,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,2.32
RP,Lucas Erceg (43369621),Lucas Erceg,43369621,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,1.99
RP,Randy Dobnak (43369622),Randy Dobnak,43369622,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,0
RP,Trevor Martin (43369623),Trevor Martin,43369623,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,2.77
RP,Manuel Rodriguez (43369626),Manuel Rodriguez,43369626,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,0
RP,Cole Sulser (43369627),Cole Sulser,43369627,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,2.71
RP,Connor Seabold (43369630),Connor Seabold,43369630,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,2.36
RP,Bryan Baker (43369631),Bryan Baker,43369631,P,4000,KC@TB 06/25/2026 12:10PM ET,TB,3.43
RP,Alex Lange (43369635),Alex Lange,43369635,P,4000,KC@TB 06/25/2026 12:10PM ET,KC,2.71
RP,Robinson Ortiz (43369588),Robinson Ortiz,43369588,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,0
RP,Evan Sisk (43369589),Evan Sisk,43369589,P,4000,SEA@PIT 06/25/2026 12:35PM ET,PIT,4.32
RP,Brandan Bidois (43369593),Brandan Bidois,43369593,P,4000,SEA@PIT 06/25/2026 12:35PM ET,PIT,2.56
RP,Jose A. Ferrer (43369597),Jose A. Ferrer,43369597,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,2.24
RP,Gabe Speier (43369600),Gabe Speier,43369600,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,2.65
RP,Eduard Bazardo (43369602),Eduard Bazardo,43369602,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,3.02
RP,Matt Brash (43369603),Matt Brash,43369603,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,3.36
RP,Troy Taylor (43369605),Troy Taylor,43369605,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,0
RP,Dennis Santana (43369606),Dennis Santana,43369606,P,4000,SEA@PIT 06/25/2026 12:35PM ET,PIT,2.02
RP,Gregory Soto (43369609),Gregory Soto,43369609,P,4000,SEA@PIT 06/25/2026 12:35PM ET,PIT,3.63
RP,Isaac Mattson (43369610),Isaac Mattson,43369610,P,4000,SEA@PIT 06/25/2026 12:35PM ET,PIT,2.08
RP,Chris Devenski (43369611),Chris Devenski,43369611,P,4000,SEA@PIT 06/25/2026 12:35PM ET,PIT,1.42
RP,Mason Montgomery (43369612),Mason Montgomery,43369612,P,4000,SEA@PIT 06/25/2026 12:35PM ET,PIT,3.30
RP,Nick Davila (43369614),Nick Davila,43369614,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,2.21
RP,Cole Wilcox (43369616),Cole Wilcox,43369616,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,2.31
RP,Cam Sanders (43369618),Cam Sanders,43369618,P,4000,SEA@PIT 06/25/2026 12:35PM ET,PIT,1.72
RP,Josh Simpson (43369624),Josh Simpson,43369624,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,1.82
RP,Hunter Stratton (43369625),Hunter Stratton,43369625,P,4000,SEA@PIT 06/25/2026 12:35PM ET,PIT,3.65
RP,Andres Munoz (43369628),Andres Munoz,43369628,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,3.48
RP,Yohan Ramirez (43369629),Yohan Ramirez,43369629,P,4000,SEA@PIT 06/25/2026 12:35PM ET,PIT,4.21
RP,Alex Hoppe (43369632),Alex Hoppe,43369632,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,2.63
RP,Michael Rucker (43369633),Michael Rucker,43369633,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,5.58
RP,Carlos Vargas (43369634),Carlos Vargas,43369634,P,4000,SEA@PIT 06/25/2026 12:35PM ET,SEA,0
C,Endy Rodriguez (43369466),Endy Rodriguez,43369466,C,3900,SEA@PIT 06/25/2026 12:35PM ET,PIT,6.46
SS,Colt Emerson (43369467),Colt Emerson,43369467,SS,3800,SEA@PIT 06/25/2026 12:35PM ET,SEA,6.48
OF,Jonny DeLuca (43369469),Jonny DeLuca,43369469,OF,3700,KC@TB 06/25/2026 12:10PM ET,TB,6.30
OF,Dominic Canzone (43369468),Dominic Canzone,43369468,OF,3700,SEA@PIT 06/25/2026 12:35PM ET,SEA,6.08
OF,Jake Mangum (43369470),Jake Mangum,43369470,OF,3600,SEA@PIT 06/25/2026 12:35PM ET,PIT,5.7
3B/SS,J.P. Crawford (43369471),J.P. Crawford,43369471,3B/SS,3600,SEA@PIT 06/25/2026 12:35PM ET,SEA,6.82
C,Salvador Perez (43369473),Salvador Perez,43369473,C,3500,KC@TB 06/25/2026 12:10PM ET,KC,5.63
OF,Chandler Simpson (43369474),Chandler Simpson,43369474,OF,3500,KC@TB 06/25/2026 12:10PM ET,TB,6.32
2B,Richie Palacios (43369475),Richie Palacios,43369475,2B,3400,KC@TB 06/25/2026 12:10PM ET,TB,5.55
OF,Marcell Ozuna (43369476),Marcell Ozuna,43369476,OF,3400,SEA@PIT 06/25/2026 12:35PM ET,PIT,5.52
3B,Brendan Donovan (43369512),Brendan Donovan,43369512,3B,3400,SEA@PIT 06/25/2026 12:35PM ET,SEA,6.96
OF,Lane Thomas (43369477),Lane Thomas,43369477,OF,3300,KC@TB 06/25/2026 12:10PM ET,KC,4.88
2B,Cole Young (43369478),Cole Young,43369478,2B,3300,SEA@PIT 06/25/2026 12:35PM ET,SEA,6.30
OF,Cedric Mullins (43369479),Cedric Mullins,43369479,OF,3200,KC@TB 06/25/2026 12:10PM ET,TB,5.94
2B,Michael Massey (43369480),Michael Massey,43369480,2B,3200,KC@TB 06/25/2026 12:10PM ET,KC,5.56
SS,Konnor Griffin (43369513),Konnor Griffin,43369513,SS,3200,SEA@PIT 06/25/2026 12:35PM ET,PIT,8.18
OF,Ryan Vilade (43369481),Ryan Vilade,43369481,OF,3100,KC@TB 06/25/2026 12:10PM ET,TB,5.77
OF,John Rave (43369482),John Rave,43369482,OF,3100,KC@TB 06/25/2026 12:10PM ET,KC,6
2B,Jonathan India (43369515),Jonathan India,43369515,2B,3100,KC@TB 06/25/2026 12:10PM ET,KC,5.41
C,Jhonny Pereda (43369514),Jhonny Pereda,43369514,C,3100,SEA@PIT 06/25/2026 12:35PM ET,SEA,5.21
OF,Victor Mesa Jr. (43369484),Victor Mesa Jr.,43369484,OF,3000,KC@TB 06/25/2026 12:10PM ET,TB,4.10
OF,Jake Fraley (43369516),Jake Fraley,43369516,OF,3000,KC@TB 06/25/2026 12:10PM ET,TB,4.93
C,Henry Davis (43369483),Henry Davis,43369483,C,3000,SEA@PIT 06/25/2026 12:35PM ET,PIT,4
OF,Starling Marte (43369485),Starling Marte,43369485,OF,2900,KC@TB 06/25/2026 12:10PM ET,KC,3.66
C,Mitch Garver (43369486),Mitch Garver,43369486,C,2900,SEA@PIT 06/25/2026 12:35PM ET,SEA,4.40
2B/SS,Ben Williamson (43369487),Ben Williamson,43369487,2B/SS,2800,KC@TB 06/25/2026 12:10PM ET,TB,4.97
OF,Esmerlyn Valdez (43369489),Esmerlyn Valdez,43369489,OF,2800,SEA@PIT 06/25/2026 12:35PM ET,PIT,5.18
2B/3B,Nick Loftin (43369492),Nick Loftin,43369492,2B/3B,2700,KC@TB 06/25/2026 12:10PM ET,KC,6.29
OF,Gavin Lux (43369517),Gavin Lux,43369517,OF,2700,KC@TB 06/25/2026 12:10PM ET,TB,0
3B/OF,Tyler Callihan (43369490),Tyler Callihan,43369490,3B/OF,2700,SEA@PIT 06/25/2026 12:35PM ET,PIT,6.26
OF,Isaac Collins (43369495),Isaac Collins,43369495,OF,2600,KC@TB 06/25/2026 12:10PM ET,KC,5.51
SS,Jared Triolo (43369494),Jared Triolo,43369494,SS,2600,SEA@PIT 06/25/2026 12:35PM ET,PIT,4.40
OF/SS,Tyler Tolbert (43369496),Tyler Tolbert,43369496,SS/OF,2500,KC@TB 06/25/2026 12:10PM ET,KC,3.08
OF,Kyle Isbel (43369521),Kyle Isbel,43369521,OF,2500,KC@TB 06/25/2026 12:10PM ET,KC,4.73
OF,Victor Robles (43369498),Victor Robles,43369498,OF,2500,SEA@PIT 06/25/2026 12:35PM ET,SEA,3.04
1B/3B,Patrick Wisdom (43369518),Patrick Wisdom,43369518,1B/3B,2500,SEA@PIT 06/25/2026 12:35PM ET,SEA,2.93
OF,Jhostynxon Garcia (43369520),Jhostynxon Garcia,43369520,OF,2500,SEA@PIT 06/25/2026 12:35PM ET,PIT,2.69
SS,Taylor Walls (43369499),Taylor Walls,43369499,SS,2400,KC@TB 06/25/2026 12:10PM ET,TB,5.82
OF,Kameron Misner (43369500),Kameron Misner,43369500,OF,2400,KC@TB 06/25/2026 12:10PM ET,KC,4.8
C,Nick Fortes (43369501),Nick Fortes,43369501,C,2300,KC@TB 06/25/2026 12:10PM ET,TB,4.12
3B,Weston Wilson (43369502),Weston Wilson,43369502,3B,2300,SEA@PIT 06/25/2026 12:35PM ET,SEA,3.67
OF,Billy Cook (43369503),Billy Cook,43369503,OF,2200,SEA@PIT 06/25/2026 12:35PM ET,PIT,1.05
OF,Rob Refsnyder (43369504),Rob Refsnyder,43369504,OF,2200,SEA@PIT 06/25/2026 12:35PM ET,SEA,2.49
C,Hunter Feduccia (43369505),Hunter Feduccia,43369505,C,2100,KC@TB 06/25/2026 12:10PM ET,TB,3.24
OF,Matthew Lugo (43369522),Matthew Lugo,43369522,OF,2100,KC@TB 06/25/2026 12:10PM ET,KC,0
2B/3B,Josh Rojas (43369506),Josh Rojas,43369506,2B/3B,2000,KC@TB 06/25/2026 12:10PM ET,KC,7.5
2B/SS,Carson Williams (43369534),Carson Williams,43369534,2B/SS,2000,KC@TB 06/25/2026 12:10PM ET,TB,2.75
2B/SS,Jadher Areinamo (43369537),Jadher Areinamo,43369537,2B/SS,2000,KC@TB 06/25/2026 12:10PM ET,TB,0
3B/SS,Oliver Dunn (43369540),Oliver Dunn,43369540,3B/SS,2000,KC@TB 06/25/2026 12:10PM ET,TB,1.67
OF,Jacob Melton (43369543),Jacob Melton,43369543,OF,2000,KC@TB 06/25/2026 12:10PM ET,TB,0
2B/3B,Will Wilson (43369523),Will Wilson,43369523,2B/3B,2000,SEA@PIT 06/25/2026 12:35PM ET,SEA,9
OF,Rhylan Thomas (43369525),Rhylan Thomas,43369525,OF,2000,SEA@PIT 06/25/2026 12:35PM ET,SEA,0
3B,Leo Rivas (43369526),Leo Rivas,43369526,3B,2000,SEA@PIT 06/25/2026 12:35PM ET,SEA,3.32
1B/3B,Nick Yorke (43369527),Nick Yorke,43369527,1B/3B,2000,SEA@PIT 06/25/2026 12:35PM ET,PIT,3.70
1B/OF,Connor Joe (43369529),Connor Joe,43369529,1B/OF,2000,SEA@PIT 06/25/2026 12:35PM ET,SEA,3.05
1B/C,Rafael Flores Jr. (43369531),Rafael Flores Jr.,43369531,C/1B,2000,SEA@PIT 06/25/2026 12:35PM ET,PIT,13.5
2B,Ryan Bliss (43369533),Ryan Bliss,43369533,2B,2000,SEA@PIT 06/25/2026 12:35PM ET,SEA,2.33
OF,Brennen Davis (43369536),Brennen Davis,43369536,OF,2000,SEA@PIT 06/25/2026 12:35PM ET,SEA,0
SS,Jack Brannigan (43369539),Jack Brannigan,43369539,SS,2000,SEA@PIT 06/25/2026 12:35PM ET,PIT,0
1B,Davis Wendzel (43369542),Davis Wendzel,43369542,1B,2000,SEA@PIT 06/25/2026 12:35PM ET,PIT,0
