Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Justin Wrobleski (43346417),Justin Wrobleski,43346417,P,8700,LAD@MIN 06/22/2026 07:40PM ET,LAD,16.41
SP,Brandon Walter (43346424),Brandon Walter,43346424,P,8500,HOU@TOR 06/22/2026 07:07PM ET,HOU,0
SP,Davis Martin (43346420),Davis Martin,43346420,P,8500,CLE@CWS 06/22/2026 07:40PM ET,CWS,18.66
SP,Ranger Suarez (43346421),Ranger Suarez,43346421,P,8500,BOS@COL 06/22/2026 08:40PM ET,BOS,16.55
SP,Payton Tolle (43346425),Payton Tolle,43346425,P,8500,BOS@COL 06/22/2026 08:40PM ET,BOS,17.18
SP,Sonny Gray (43346426),Sonny Gray,43346426,P,8500,BOS@COL 06/22/2026 08:40PM ET,BOS,15.31
SP,Connelly Early (43346427),Connelly Early,43346427,P,8500,BOS@COL 06/22/2026 08:40PM ET,BOS,15.46
SP,Kyle Bradish (43345954),Kyle Bradish,43345954,P,8500,BAL@LAA 06/22/2026 09:38PM ET,BAL,14.52
SP,Dean Kremer (43346428),Dean Kremer,43346428,P,8500,BAL@LAA 06/22/2026 09:38PM ET,BAL,20.38
RP,Spencer Strider (43346422),Spencer Strider,43346422,P,8500,ATL@SD 06/22/2026 10:10PM ET,ATL,14.67
SP,Hurston Waldrep (43346423),Hurston Waldrep,43346423,P,8500,ATL@SD 06/22/2026 10:10PM ET,ATL,0
SP,Parker Messick (43346436),Parker Messick,43346436,P,8300,CLE@CWS 06/22/2026 07:40PM ET,CLE,19.69
SP,Reid Detmers (43346433),Reid Detmers,43346433,P,8300,BAL@LAA 06/22/2026 09:38PM ET,LAA,17.82
SP,Edward Cabrera (43345955),Edward Cabrera,43345955,P,8300,CHC@NYM 06/22/2026 07:10PM ET,CHC,11.88
SP,Christian Scott (43346429),Christian Scott,43346429,P,8300,CHC@NYM 06/22/2026 07:10PM ET,NYM,14.39
SP,Freddy Peralta (43346430),Freddy Peralta,43346430,P,8300,CHC@NYM 06/22/2026 07:10PM ET,NYM,13.60
RP,Ben Brown (43346431),Ben Brown,43346431,P,8300,CHC@NYM 06/22/2026 07:10PM ET,CHC,11.57
SP,Justin Steele (43346432),Justin Steele,43346432,P,8300,CHC@NYM 06/22/2026 07:10PM ET,CHC,0
SP,Matthew Boyd (43346434),Matthew Boyd,43346434,P,8300,CHC@NYM 06/22/2026 07:10PM ET,CHC,14.68
SP,Shota Imanaga (43346435),Shota Imanaga,43346435,P,8300,CHC@NYM 06/22/2026 07:10PM ET,CHC,15.87
SP,Jose Berrios (43346440),Jose Berrios,43346440,P,8000,HOU@TOR 06/22/2026 07:07PM ET,TOR,0
SP,Trey Yesavage (43346441),Trey Yesavage,43346441,P,8000,HOU@TOR 06/22/2026 07:07PM ET,TOR,15.68
SP,Hunter Greene (43346438),Hunter Greene,43346438,P,8000,MIL@CIN 06/22/2026 07:10PM ET,CIN,0
SP,Nick Lodolo (43346442),Nick Lodolo,43346442,P,8000,MIL@CIN 06/22/2026 07:10PM ET,CIN,8.12
SP,Andre Pallante (43345956),Andre Pallante,43345956,P,8000,ARI@STL 06/22/2026 07:45PM ET,STL,14.55
SP,Michael Soroka (43346437),Michael Soroka,43346437,P,8000,ARI@STL 06/22/2026 07:45PM ET,ARI,17.47
SP,Dustin May (43346439),Dustin May,43346439,P,8000,ARI@STL 06/22/2026 07:45PM ET,STL,14.95
SP,Eduardo Rodriguez (43346443),Eduardo Rodriguez,43346443,P,8000,ARI@STL 06/22/2026 07:45PM ET,ARI,15.96
SP,Lance McCullers Jr. (43346444),Lance McCullers Jr.,43346444,P,7900,HOU@TOR 06/22/2026 07:07PM ET,HOU,10.74
SP,Mike Burrows (43346445),Mike Burrows,43346445,P,7900,HOU@TOR 06/22/2026 07:07PM ET,HOU,9.58
RP,Jason Alexander (43346446),Jason Alexander,43346446,P,7900,HOU@TOR 06/22/2026 07:07PM ET,HOU,4.31
SP,Zebby Matthews (43345957),Zebby Matthews,43345957,P,7800,LAD@MIN 06/22/2026 07:40PM ET,MIN,14.24
SP,Mick Abel (43346447),Mick Abel,43346447,P,7800,LAD@MIN 06/22/2026 07:40PM ET,MIN,14.19
SP,Joe Musgrove (43346451),Joe Musgrove,43346451,P,7800,ATL@SD 06/22/2026 10:10PM ET,SD,0
SP,Randy Vasquez (43346452),Randy Vasquez,43346452,P,7800,ATL@SD 06/22/2026 10:10PM ET,SD,11.84
RP,Clay Holmes (43346448),Clay Holmes,43346448,P,7800,CHC@NYM 06/22/2026 07:10PM ET,NYM,17.9
RP,Jameson Taillon (43346449),Jameson Taillon,43346449,P,7800,CHC@NYM 06/22/2026 07:10PM ET,CHC,11.25
SP,Cade Horton (43346450),Cade Horton,43346450,P,7800,CHC@NYM 06/22/2026 07:10PM ET,CHC,10.45
SP,Roki Sasaki (43346453),Roki Sasaki,43346453,P,7700,LAD@MIN 06/22/2026 07:40PM ET,LAD,13.68
SP,Emmet Sheehan (43346454),Emmet Sheehan,43346454,P,7700,LAD@MIN 06/22/2026 07:40PM ET,LAD,12.93
SP,Miguel Ullola (43346458),Miguel Ullola,43346458,P,7500,HOU@TOR 06/22/2026 07:07PM ET,HOU,0
RP,AJ Blubaugh (43346459),AJ Blubaugh,43346459,P,7500,HOU@TOR 06/22/2026 07:07PM ET,HOU,4.36
RP,Hayden Wesneski (43346460),Hayden Wesneski,43346460,P,7500,HOU@TOR 06/22/2026 07:07PM ET,HOU,0
SP,Noah Schultz (43346462),Noah Schultz,43346462,P,7500,CLE@CWS 06/22/2026 07:40PM ET,CWS,9.68
SP,Sean Burke (43346464),Sean Burke,43346464,P,7500,CLE@CWS 06/22/2026 07:40PM ET,CWS,15.19
SP,Shane Baz (43346463),Shane Baz,43346463,P,7500,BAL@LAA 06/22/2026 09:38PM ET,BAL,14.43
SP,Zach Eflin (43346465),Zach Eflin,43346465,P,7500,BAL@LAA 06/22/2026 09:38PM ET,BAL,16.65
SP,Grant Holmes (43345958),Grant Holmes,43345958,P,7500,ATL@SD 06/22/2026 10:10PM ET,ATL,11.98
RP,Reynaldo Lopez (43346455),Reynaldo Lopez,43346455,P,7500,ATL@SD 06/22/2026 10:10PM ET,ATL,6.54
SP,JR Ritchie (43346456),JR Ritchie,43346456,P,7500,ATL@SD 06/22/2026 10:10PM ET,ATL,10.64
RP,Martin Perez (43346457),Martin Perez,43346457,P,7500,ATL@SD 06/22/2026 10:10PM ET,ATL,13.47
SP,Bryce Elder (43346461),Bryce Elder,43346461,P,7500,ATL@SD 06/22/2026 10:10PM ET,ATL,15.18
SP,Cristian Javier (43346466),Cristian Javier,43346466,P,7400,HOU@TOR 06/22/2026 07:07PM ET,HOU,-3.8
SP,Colton Gordon (43346473),Colton Gordon,43346473,P,7300,HOU@TOR 06/22/2026 07:07PM ET,HOU,1
RP,Daniel Espino (43346468),Daniel Espino,43346468,P,7300,CLE@CWS 06/22/2026 07:40PM ET,CLE,3.35
SP,Logan Allen (43346469),Logan Allen,43346469,P,7300,CLE@CWS 06/22/2026 07:40PM ET,CLE,19.4
SP,Tanner Bibee (43346472),Tanner Bibee,43346472,P,7300,CLE@CWS 06/22/2026 07:40PM ET,CLE,13.84
SP,Grayson Rodriguez (43346470),Grayson Rodriguez,43346470,P,7300,BAL@LAA 06/22/2026 09:38PM ET,LAA,6.49
RP,Walbert Urena (43346471),Walbert Urena,43346471,P,7300,BAL@LAA 06/22/2026 09:38PM ET,LAA,14.84
SP,Kodai Senga (43345959),Kodai Senga,43345959,P,7300,CHC@NYM 06/22/2026 07:10PM ET,NYM,5.73
SP,Tylor Megill (43346467),Tylor Megill,43346467,P,7300,CHC@NYM 06/22/2026 07:10PM ET,NYM,0
SP,Merrill Kelly (43345960),Merrill Kelly,43345960,P,7000,ARI@STL 06/22/2026 07:45PM ET,ARI,9.09
SP,Brandon Pfaadt (43346474),Brandon Pfaadt,43346474,P,7000,ARI@STL 06/22/2026 07:45PM ET,ARI,4.42
SP,Ryne Nelson (43346475),Ryne Nelson,43346475,P,7000,ARI@STL 06/22/2026 07:45PM ET,ARI,11.11
RP,Kyle Leahy (43346476),Kyle Leahy,43346476,P,7000,ARI@STL 06/22/2026 07:45PM ET,STL,11.08
RP,Thomas Hatch (43346477),Thomas Hatch,43346477,P,7000,ARI@STL 06/22/2026 07:45PM ET,ARI,0
SP,Yilber Diaz (43346478),Yilber Diaz,43346478,P,7000,ARI@STL 06/22/2026 07:45PM ET,ARI,-17.3
SP,Zac Gallen (43346479),Zac Gallen,43346479,P,7000,ARI@STL 06/22/2026 07:45PM ET,ARI,6.72
SP,Tatsuya Imai (43346480),Tatsuya Imai,43346480,P,6900,HOU@TOR 06/22/2026 07:07PM ET,HOU,11.04
RP,Kai-Wei Teng (43346482),Kai-Wei Teng,43346482,P,6900,HOU@TOR 06/22/2026 07:07PM ET,HOU,7.79
RP,Kendry Rojas (43346481),Kendry Rojas,43346481,P,6900,LAD@MIN 06/22/2026 07:40PM ET,MIN,9.41
SP,Slade Cecconi (43346491),Slade Cecconi,43346491,P,6800,CLE@CWS 06/22/2026 07:40PM ET,CLE,11.07
RP,Joey Cantillo (43346492),Joey Cantillo,43346492,P,6800,CLE@CWS 06/22/2026 07:40PM ET,CLE,13.39
SP,Pablo Lopez (43346483),Pablo Lopez,43346483,P,6800,LAD@MIN 06/22/2026 07:40PM ET,MIN,0
SP,Taj Bradley (43346484),Taj Bradley,43346484,P,6800,LAD@MIN 06/22/2026 07:40PM ET,MIN,16.62
SP,Bailey Ober (43346490),Bailey Ober,43346490,P,6800,LAD@MIN 06/22/2026 07:40PM ET,MIN,12.77
SP,JP Sears (43346485),JP Sears,43346485,P,6800,ATL@SD 06/22/2026 10:10PM ET,SD,0
SP,Walker Buehler (43346489),Walker Buehler,43346489,P,6800,ATL@SD 06/22/2026 10:10PM ET,SD,12.41
RP,Colin Rea (43346486),Colin Rea,43346486,P,6800,CHC@NYM 06/22/2026 07:10PM ET,CHC,9.93
SP,Jordan Wicks (43346487),Jordan Wicks,43346487,P,6800,CHC@NYM 06/22/2026 07:10PM ET,CHC,-2.38
SP,Javier Assad (43346488),Javier Assad,43346488,P,6800,CHC@NYM 06/22/2026 07:10PM ET,CHC,9.46
SP,Brandon Sproat (43346495),Brandon Sproat,43346495,P,6700,MIL@CIN 06/22/2026 07:10PM ET,MIL,9.32
RP,Shane Drohan (43346496),Shane Drohan,43346496,P,6700,MIL@CIN 06/22/2026 07:10PM ET,MIL,9.54
SP,Robert Gasser (43346497),Robert Gasser,43346497,P,6700,MIL@CIN 06/22/2026 07:10PM ET,MIL,13.15
SP,Quinn Priester (43346498),Quinn Priester,43346498,P,6700,MIL@CIN 06/22/2026 07:10PM ET,MIL,0
SP,Gavin Stone (43346493),Gavin Stone,43346493,P,6700,LAD@MIN 06/22/2026 07:40PM ET,LAD,0
SP,River Ryan (43346494),River Ryan,43346494,P,6700,LAD@MIN 06/22/2026 07:40PM ET,LAD,0
SP,Andrew Abbott (43346518),Andrew Abbott,43346518,P,6500,MIL@CIN 06/22/2026 07:10PM ET,CIN,12.32
SP,Anthony Kay (43345961),Anthony Kay,43345961,P,6500,CLE@CWS 06/22/2026 07:40PM ET,CWS,10.12
RP,David Sandlin (43346501),David Sandlin,43346501,P,6500,CLE@CWS 06/22/2026 07:40PM ET,CWS,8.87
RP,Shane Smith (43346502),Shane Smith,43346502,P,6500,CLE@CWS 06/22/2026 07:40PM ET,CWS,2.52
SP,Drew Thorpe (43346507),Drew Thorpe,43346507,P,6500,CLE@CWS 06/22/2026 07:40PM ET,CWS,0
RP,Trevor Richards (43346508),Trevor Richards,43346508,P,6500,CLE@CWS 06/22/2026 07:40PM ET,CWS,3.46
RP,Grant Taylor (43346509),Grant Taylor,43346509,P,6500,CLE@CWS 06/22/2026 07:40PM ET,CWS,5.53
RP,Mike Vasil (43346510),Mike Vasil,43346510,P,6500,CLE@CWS 06/22/2026 07:40PM ET,CWS,0
SP,Jonathan Cannon (43346514),Jonathan Cannon,43346514,P,6500,CLE@CWS 06/22/2026 07:40PM ET,CWS,-3.8
RP,Osvaldo Bido (43346515),Osvaldo Bido,43346515,P,6500,CLE@CWS 06/22/2026 07:40PM ET,CWS,2.6
RP,Joe Rock (43346519),Joe Rock,43346519,P,6500,CLE@CWS 06/22/2026 07:40PM ET,CWS,5.58
SP,Erick Fedde (43346521),Erick Fedde,43346521,P,6500,CLE@CWS 06/22/2026 07:40PM ET,CWS,8.83
1B/OF,Shohei Ohtani (43345967),Shohei Ohtani,43345967,1B/OF,6500,LAD@MIN 06/22/2026 07:40PM ET,LAD,9.76
SP,Connor Prielipp (43346517),Connor Prielipp,43346517,P,6500,LAD@MIN 06/22/2026 07:40PM ET,MIN,11.82
SP,Tanner Houck (43346499),Tanner Houck,43346499,P,6500,BOS@COL 06/22/2026 08:40PM ET,BOS,0
SP,Kutter Crawford (43346503),Kutter Crawford,43346503,P,6500,BOS@COL 06/22/2026 08:40PM ET,BOS,0
SP,Patrick Sandoval (43346504),Patrick Sandoval,43346504,P,6500,BOS@COL 06/22/2026 08:40PM ET,BOS,0
SP,Johan Oviedo (43346511),Johan Oviedo,43346511,P,6500,BOS@COL 06/22/2026 08:40PM ET,BOS,1.45
SP,Cade Povich (43346500),Cade Povich,43346500,P,6500,BAL@LAA 06/22/2026 09:38PM ET,BAL,8.32
SP,Brandon Young (43346505),Brandon Young,43346505,P,6500,BAL@LAA 06/22/2026 09:38PM ET,BAL,14.11
SP,Trey Gibson (43346506),Trey Gibson,43346506,P,6500,BAL@LAA 06/22/2026 09:38PM ET,BAL,6.94
SP,Tyler Wells (43346512),Tyler Wells,43346512,P,6500,BAL@LAA 06/22/2026 09:38PM ET,BAL,3.95
RP,Albert Suarez (43346513),Albert Suarez,43346513,P,6500,BAL@LAA 06/22/2026 09:38PM ET,BAL,4.88
SP,Trevor Rogers (43346520),Trevor Rogers,43346520,P,6500,BAL@LAA 06/22/2026 09:38PM ET,BAL,10.16
RP,Didier Fuentes (43346516),Didier Fuentes,43346516,P,6500,ATL@SD 06/22/2026 10:10PM ET,ATL,5.44
SP,Yusei Kikuchi (43346523),Yusei Kikuchi,43346523,P,6300,BAL@LAA 06/22/2026 09:38PM ET,LAA,9.39
SP,Sean Manaea (43346522),Sean Manaea,43346522,P,6300,CHC@NYM 06/22/2026 07:10PM ET,NYM,8.47
OF,Byron Buxton (43345969),Byron Buxton,43345969,OF,6200,LAD@MIN 06/22/2026 07:40PM ET,MIN,10.39
OF,Pete Crow-Armstrong (43345970),Pete Crow-Armstrong,43345970,OF,6100,CHC@NYM 06/22/2026 07:10PM ET,CHC,9.62
OF,Yordan Alvarez (43345971),Yordan Alvarez,43345971,OF,6000,HOU@TOR 06/22/2026 07:07PM ET,HOU,10.40
SP,Cody Ponce (43346531),Cody Ponce,43346531,P,6000,HOU@TOR 06/22/2026 07:07PM ET,TOR,8.05
SP,Ricky Tiedemann (43346532),Ricky Tiedemann,43346532,P,6000,HOU@TOR 06/22/2026 07:07PM ET,TOR,0
SP,Max Scherzer (43346533),Max Scherzer,43346533,P,6000,HOU@TOR 06/22/2026 07:07PM ET,TOR,1.35
SP,Jake Bloss (43346535),Jake Bloss,43346535,P,6000,HOU@TOR 06/22/2026 07:07PM ET,TOR,0
SP,Adam Macko (43346536),Adam Macko,43346536,P,6000,HOU@TOR 06/22/2026 07:07PM ET,TOR,3.88
RP,Spencer Miles (43346537),Spencer Miles,43346537,P,6000,HOU@TOR 06/22/2026 07:07PM ET,TOR,6.72
RP,Mason Fluharty (43346538),Mason Fluharty,43346538,P,6000,HOU@TOR 06/22/2026 07:07PM ET,TOR,2.48
RP,Simeon Woods Richardson (43346543),Simeon Woods Richardson,43346543,P,6000,HOU@TOR 06/22/2026 07:07PM ET,TOR,3.26
SP,Patrick Corbin (43346545),Patrick Corbin,43346545,P,6000,HOU@TOR 06/22/2026 07:07PM ET,TOR,8.36
SP,Brady Singer (43345962),Brady Singer,43345962,P,6000,MIL@CIN 06/22/2026 07:10PM ET,CIN,8.56
SP,Julian Aguiar (43346524),Julian Aguiar,43346524,P,6000,MIL@CIN 06/22/2026 07:10PM ET,CIN,0
SP,Brandon Williamson (43346525),Brandon Williamson,43346525,P,6000,MIL@CIN 06/22/2026 07:10PM ET,CIN,6.93
SP,Chase Petty (43346526),Chase Petty,43346526,P,6000,MIL@CIN 06/22/2026 07:10PM ET,CIN,3.99
SP,Chris Paddack (43346527),Chris Paddack,43346527,P,6000,MIL@CIN 06/22/2026 07:10PM ET,CIN,4.71
SP,Connor Phillips (43346528),Connor Phillips,43346528,P,6000,MIL@CIN 06/22/2026 07:10PM ET,CIN,2.28
RP,Jose Franco (43346529),Jose Franco,43346529,P,6000,MIL@CIN 06/22/2026 07:10PM ET,CIN,2.7
SP,Tony Santillan (43346530),Tony Santillan,43346530,P,6000,MIL@CIN 06/22/2026 07:10PM ET,CIN,2.07
SP,Rhett Lowder (43346547),Rhett Lowder,43346547,P,6000,MIL@CIN 06/22/2026 07:10PM ET,CIN,10.09
SP,Hunter Dobbins (43346534),Hunter Dobbins,43346534,P,6000,ARI@STL 06/22/2026 07:45PM ET,STL,13.15
SP,Tekoah Roby (43346539),Tekoah Roby,43346539,P,6000,ARI@STL 06/22/2026 07:45PM ET,STL,0
SP,Brycen Mautz (43346540),Brycen Mautz,43346540,P,6000,ARI@STL 06/22/2026 07:45PM ET,STL,3.15
SP,Michael McGreevy (43346541),Michael McGreevy,43346541,P,6000,ARI@STL 06/22/2026 07:45PM ET,STL,12.39
RP,Matthew Liberatore (43346542),Matthew Liberatore,43346542,P,6000,ARI@STL 06/22/2026 07:45PM ET,STL,10.46
RP,Gordon Graceffo (43346544),Gordon Graceffo,43346544,P,6000,ARI@STL 06/22/2026 07:45PM ET,STL,2.85
SP,Richard Fitts (43346546),Richard Fitts,43346546,P,6000,ARI@STL 06/22/2026 07:45PM ET,STL,0
C,Hunter Goodman (43345972),Hunter Goodman,43345972,C,5900,BOS@COL 06/22/2026 08:40PM ET,COL,8.61
SP,Marco Raya (43346557),Marco Raya,43346557,P,5800,LAD@MIN 06/22/2026 07:40PM ET,MIN,0
RP,Yoendrys Gomez (43346558),Yoendrys Gomez,43346558,P,5800,LAD@MIN 06/22/2026 07:40PM ET,MIN,2.99
SP,David Festa (43346559),David Festa,43346559,P,5800,LAD@MIN 06/22/2026 07:40PM ET,MIN,0
RP,Mike Paredes (43346560),Mike Paredes,43346560,P,5800,LAD@MIN 06/22/2026 07:40PM ET,MIN,6.68
RP,Jhony Brito (43346552),Jhony Brito,43346552,P,5800,ATL@SD 06/22/2026 10:10PM ET,SD,0
SP,Kyle Hart (43346553),Kyle Hart,43346553,P,5800,ATL@SD 06/22/2026 10:10PM ET,SD,2.89
SP,Matt Waldron (43346554),Matt Waldron,43346554,P,5800,ATL@SD 06/22/2026 10:10PM ET,SD,5.22
SP,German Marquez (43346555),German Marquez,43346555,P,5800,ATL@SD 06/22/2026 10:10PM ET,SD,8.72
SP,Lucas Giolito (43346556),Lucas Giolito,43346556,P,5800,ATL@SD 06/22/2026 10:10PM ET,SD,6.16
SP,Griffin Canning (43346561),Griffin Canning,43346561,P,5800,ATL@SD 06/22/2026 10:10PM ET,SD,8.77
OF,Juan Soto (43345973),Juan Soto,43345973,OF,5800,CHC@NYM 06/22/2026 07:10PM ET,NYM,9.77
SP,David Peterson (43346548),David Peterson,43346548,P,5800,CHC@NYM 06/22/2026 07:10PM ET,NYM,8.12
SP,Zach Thornton (43346549),Zach Thornton,43346549,P,5800,CHC@NYM 06/22/2026 07:10PM ET,NYM,4.15
SP,Jonah Tong (43346550),Jonah Tong,43346550,P,5800,CHC@NYM 06/22/2026 07:10PM ET,NYM,7.83
SP,Tobias Myers (43346551),Tobias Myers,43346551,P,5800,CHC@NYM 06/22/2026 07:10PM ET,NYM,2.89
2B,Brice Turang (43345975),Brice Turang,43345975,2B,5700,MIL@CIN 06/22/2026 07:10PM ET,MIL,9.73
SP,Coleman Crow (43346565),Coleman Crow,43346565,P,5700,MIL@CIN 06/22/2026 07:10PM ET,MIL,4.64
SP,Eric Lauer (43345963),Eric Lauer,43345963,P,5700,LAD@MIN 06/22/2026 07:40PM ET,LAD,8.6
SP,Bobby Miller (43346562),Bobby Miller,43346562,P,5700,LAD@MIN 06/22/2026 07:40PM ET,LAD,0
RP,Chayce McDermott (43346563),Chayce McDermott,43346563,P,5700,LAD@MIN 06/22/2026 07:40PM ET,LAD,0.72
SP,Landon Knack (43346564),Landon Knack,43346564,P,5700,LAD@MIN 06/22/2026 07:40PM ET,LAD,0
OF,Jarren Duran (43345974),Jarren Duran,43345974,OF,5700,BOS@COL 06/22/2026 08:40PM ET,BOS,7.64
1B,Willson Contreras (43345976),Willson Contreras,43345976,1B,5600,BOS@COL 06/22/2026 08:40PM ET,BOS,8.42
OF,Corbin Carroll (43345977),Corbin Carroll,43345977,OF,5600,ARI@STL 06/22/2026 07:45PM ET,ARI,9.46
OF,Jackson Chourio (43345978),Jackson Chourio,43345978,OF,5500,MIL@CIN 06/22/2026 07:10PM ET,MIL,10.44
SP,Jake Bennett (43345964),Jake Bennett,43345964,P,5500,BOS@COL 06/22/2026 08:40PM ET,BOS,9.58
SP,Brayan Bello (43346566),Brayan Bello,43346566,P,5500,BOS@COL 06/22/2026 08:40PM ET,BOS,7.12
RP,Eduardo Rivera (43346572),Eduardo Rivera,43346572,P,5500,BOS@COL 06/22/2026 08:40PM ET,BOS,12.9
1B,Pete Alonso (43345979),Pete Alonso,43345979,1B,5500,BAL@LAA 06/22/2026 09:38PM ET,BAL,8.43
OF,Mike Trout (43346237),Mike Trout,43346237,OF,5500,BAL@LAA 06/22/2026 09:38PM ET,LAA,9.24
RP,Keegan Akin (43346567),Keegan Akin,43346567,P,5500,BAL@LAA 06/22/2026 09:38PM ET,BAL,1.21
SP,Chris Bassitt (43346568),Chris Bassitt,43346568,P,5500,BAL@LAA 06/22/2026 09:38PM ET,BAL,7.56
RP,Joey Wentz (43346569),Joey Wentz,43346569,P,5500,ATL@SD 06/22/2026 10:10PM ET,ATL,0
SP,Carlos Carrasco (43346570),Carlos Carrasco,43346570,P,5500,ATL@SD 06/22/2026 10:10PM ET,ATL,3.51
RP,Victor Mederos (43346571),Victor Mederos,43346571,P,5500,ATL@SD 06/22/2026 10:10PM ET,ATL,3.9
OF,Troy Johnston (43345981),Troy Johnston,43345981,OF,5400,BOS@COL 06/22/2026 08:40PM ET,COL,6.89
OF,Jordan Walker (43345980),Jordan Walker,43345980,OF,5400,ARI@STL 06/22/2026 07:45PM ET,STL,9.74
OF,Christian Yelich (43345982),Christian Yelich,43345982,OF,5300,MIL@CIN 06/22/2026 07:10PM ET,MIL,8.77
3B,Jose Ramirez (43346238),Jose Ramirez,43346238,3B,5300,CLE@CWS 06/22/2026 07:40PM ET,CLE,9.06
SP,Sam Aldegheri (43345965),Sam Aldegheri,43345965,P,5300,BAL@LAA 06/22/2026 09:38PM ET,LAA,6.63
SS,Zach Neto (43345983),Zach Neto,43345983,SS,5300,BAL@LAA 06/22/2026 09:38PM ET,LAA,9.16
RP,Mitch Farris (43346573),Mitch Farris,43346573,P,5300,BAL@LAA 06/22/2026 09:38PM ET,LAA,5.72
SP,Chase Silseth (43346574),Chase Silseth,43346574,P,5300,BAL@LAA 06/22/2026 09:38PM ET,LAA,2.95
RP,Ryan Johnson (43346575),Ryan Johnson,43346575,P,5300,BAL@LAA 06/22/2026 09:38PM ET,LAA,-2.52
SP,Caden Dana (43346576),Caden Dana,43346576,P,5300,BAL@LAA 06/22/2026 09:38PM ET,LAA,0
SP,George Klassen (43346577),George Klassen,43346577,P,5300,BAL@LAA 06/22/2026 09:38PM ET,LAA,0.15
SP,Jack Kochanowicz (43346578),Jack Kochanowicz,43346578,P,5300,BAL@LAA 06/22/2026 09:38PM ET,LAA,7.26
RP,Brett Kerry (43346579),Brett Kerry,43346579,P,5300,BAL@LAA 06/22/2026 09:38PM ET,LAA,6.6
2B,Ketel Marte (43345984),Ketel Marte,43345984,2B,5300,ARI@STL 06/22/2026 07:45PM ET,ARI,7.92
