date,player,team,salary,batting_order,blended_rating,player_score,attack_conf,is_hot_run_msmi,is_anti_chalk_smash,is_cold_high_br_warning,is_cold_streak_msmi,platoon_label,is_strong_edge,actual_dk_pts,dk_pts_per_1k_salary,batting_order_tier,team_actual_runs
2026-09-13,Fernando Tatis,San Diego Padres,4500,1,91.0,82.1,100.0,Y,N,N,N,NEUTRAL,N,21.5,4.78,1-4,6
2026-09-13,Bryce Eldridge,San Francisco Giants,3400,3,65.8,64.5,67.00985221674877,N,N,N,N,ELITE PLATOON,N,7.5,2.21,1-4,4
2026-09-13,Jackson Merrill,San Diego Padres,3900,5,67.5,56.0,79.0,Y,N,N,N,STRONG EDGE,Y,8.5,2.18,5-6,6
2026-09-13,Manny Machado,San Diego Padres,3900,3,66.5,55.6,77.37190082644628,Y,N,N,N,PLATOON TRAP,N,17.5,4.49,1-4,6
2026-09-13,Xander Bogaerts,San Diego Padres,3500,6,58.6,54.1,63.065015479876166,N,N,N,N,PLATOON TRAP,N,-1.0,-0.29,5-6,6
2026-09-13,Dustin Harris,San Diego Padres,3000,2,48.5,42.7,54.27272727272727,N,N,N,N,NEUTRAL,N,9.5,3.17,1-4,6
2026-09-13,Luis Campusano,San Diego Padres,2900,4,50.2,41.3,59.13565426170469,N,N,N,N,NEUTRAL,N,0.0,0.0,1-4,6
2026-09-13,Samad Taylor,San Diego Padres,3400,8,41.7,40.3,43.18043202033037,N,N,N,N,NEUTRAL,N,10.0,2.94,7+,6
2026-09-13,Jung Hoo Lee,San Francisco Giants,3600,2,38.1,34.4,41.751381215469614,N,N,N,N,NEUTRAL,N,0.0,0.0,1-4,4
2026-09-13,Drew Gilbert,San Francisco Giants,2700,1,38.1,33.0,43.11396011396011,N,N,N,N,NEUTRAL,N,7.0,2.59,1-4,4
2026-09-13,Ethan Salas,San Diego Padres,3000,9,34.9,31.8,38.0,N,N,N,N,NEUTRAL,N,9.5,3.17,7+,6
2026-09-13,Brett Harris,San Francisco Giants,2000,8,30.0,29.9,30.17717717717717,N,N,N,N,STRONG EDGE,Y,0.0,0.0,7+,4
2026-09-13,Scott Bandura,San Francisco Giants,3000,5,33.5,28.9,38.0,N,N,N,N,NEUTRAL,N,6.0,2.0,5-6,4
2026-09-13,Shay Whitcomb,San Francisco Giants,3000,6,34.9,25.3,44.57142857142857,Y,N,N,N,NEUTRAL,N,8.0,2.67,5-6,4
2026-09-13,Jonah Cox,San Francisco Giants,2100,4,22.0,22.3,21.64221364221364,N,N,N,N,NEUTRAL,N,1.5,0.71,1-4,4
2026-09-13,Andrew Knizner,San Francisco Giants,3000,7,13.2,21.7,4.762439807383629,N,N,N,Y,NEUTRAL,N,16.0,5.33,7+,4
2026-09-13,Jake Cronenworth,San Diego Padres,2000,7,22.6,18.1,27.162348877374782,N,N,N,N,PLATOON TRAP,N,2.0,1.0,7+,6
