date,player,team,salary,batting_order,blended_rating,player_score,attack_conf,is_hot_run_msmi,is_anti_chalk_smash,is_cold_high_br_warning,is_cold_streak_msmi,platoon_label,is_strong_edge,actual_dk_pts,dk_pts_per_1k_salary,batting_order_tier,team_actual_runs
2026-08-09,Julio Rodriguez,Seattle Mariners,5000,5,60.9,53.7,68.09651474530831,N,N,N,N,NEUTRAL,N,1.0,0.2,5-6,0
2026-08-09,Xander Bogaerts,San Diego Padres,3500,8,70.9,52.9,88.90923317683881,Y,N,N,N,NEUTRAL,N,-0.5,-0.14,7+,7
2026-08-09,Jonathan Aranda,Tampa Bay Rays,4100,2,59.1,52.7,65.59405940594058,N,N,N,N,STRONG EDGE,Y,2.5,0.61,1-4,0
2026-08-09,Bryce Eldridge,San Francisco Giants,3400,1,48.8,51.1,46.4375,N,N,N,Y,NEUTRAL,N,4.0,1.18,1-4,0
2026-08-09,Steven Kwan,Cleveland Guardians,3200,1,57.0,51.0,62.98270893371758,N,N,N,N,NEUTRAL,N,7.0,2.19,1-4,0
2026-08-09,Dominic Canzone,Seattle Mariners,3900,4,50.6,49.8,51.4478527607362,N,N,N,N,NEUTRAL,N,5.5,1.41,1-4,0
2026-08-09,Sam Antonacci,Chicago White Sox,3700,8,49.9,49.7,50.14285714285714,N,N,N,N,NEUTRAL,N,6.0,1.62,7+,0
2026-08-09,Randy Arozarena,Seattle Mariners,5100,3,55.0,48.5,61.42857142857143,N,N,N,N,NEUTRAL,N,0.0,0.0,1-4,0
2026-08-09,Osleivis Basabe,San Francisco Giants,3000,5,52.9,48.4,57.30679156908665,N,N,N,N,NEUTRAL,N,6.0,2.0,5-6,0
2026-08-09,Chase Delauter,Cleveland Guardians,3500,2,56.4,48.1,64.72010178117048,N,N,N,N,PLATOON TRAP,N,5.5,1.57,1-4,0
2026-08-09,Taylor Ward,Seattle Mariners,4600,1,47.2,47.4,46.92757660167131,N,N,N,Y,PLATOON TRAP,N,10.0,2.17,1-4,0
2026-08-09,Yandy Diaz,Tampa Bay Rays,5200,1,46.2,46.0,46.30085261875762,N,N,N,Y,NEUTRAL,N,16.0,3.08,1-4,0
2026-08-09,Randal Grichuk,Chicago White Sox,3400,4,53.1,45.5,60.63354037267081,Y,N,N,N,PLATOON TRAP,N,8.0,2.35,1-4,0
2026-08-09,Richie Palacios,Tampa Bay Rays,3400,8,52.1,45.1,59.13138686131387,N,N,N,N,NEUTRAL,N,3.0,0.88,7+,0
2026-08-09,Colt Keith,Detroit Tigers,3000,5,48.5,44.9,52.11096075778078,N,N,N,N,NEUTRAL,N,0.0,0.0,5-6,0
2026-08-09,Josh Naylor,Seattle Mariners,4700,6,51.2,43.4,59.08571428571429,N,N,N,N,NEUTRAL,N,5.0,1.06,5-6,0
2026-08-09,Angel Genao,Cleveland Guardians,2000,9,45.4,42.8,48.0,Y,N,N,N,NEUTRAL,N,3.5,1.75,7+,0
2026-08-09,Rafael Devers,San Francisco Giants,3700,4,51.1,42.8,59.49748743718593,N,N,N,N,ELITE PLATOON,N,5.5,1.49,1-4,0
2026-08-09,Gleyber Torres,Detroit Tigers,3000,2,46.8,41.9,51.62269129287599,N,N,N,N,NEUTRAL,N,-0.5,-0.17,1-4,0
2026-08-09,Jeremy Pena,Houston Astros,3000,1,53.0,41.3,64.70595099183197,N,N,N,N,ELITE PLATOON,N,-1.0,-0.33,1-4,2
2026-08-09,Jung Hoo Lee,San Francisco Giants,3600,2,50.1,41.2,58.92764857881137,N,N,N,N,NEUTRAL,N,-1.0,-0.28,1-4,0
2026-08-09,Cole Young,Seattle Mariners,3200,2,52.4,41.1,63.71934604904632,Y,N,N,N,NEUTRAL,N,7.5,2.34,1-4,0
2026-08-09,Liam Hicks,Tampa Bay Rays,4900,5,53.0,41.0,65.04347826086956,Y,N,N,N,STRONG EDGE,Y,12.0,2.45,5-6,0
2026-08-09,Ty France,San Diego Padres,2800,4,53.5,39.7,67.38747099767981,N,N,N,N,NEUTRAL,N,3.0,1.07,1-4,7
2026-08-09,Gavin Sheets,San Diego Padres,3200,7,49.1,39.2,59.028571428571425,N,N,N,N,NEUTRAL,N,16.0,5.0,7+,7
2026-08-09,Lamonte Wade,Houston Astros,3000,9,42.6,38.9,46.258692628650905,Y,N,N,N,PLATOON TRAP,N,0.0,0.0,7+,2
2026-08-09,Victor Mesa,Tampa Bay Rays,3000,6,43.9,38.8,48.98491083676269,N,N,N,N,NEUTRAL,N,-0.5,-0.17,5-6,0
2026-08-09,Jo Adell,Cleveland Guardians,3600,5,35.8,38.0,33.644444444444446,N,N,N,Y,PLATOON TRAP,N,0.5,0.14,5-6,0
2026-08-09,Braden Montgomery,Chicago White Sox,3200,5,43.8,37.0,50.65340909090909,N,N,N,N,NEUTRAL,N,2.5,0.78,5-6,0
2026-08-09,Taylor Trammell,Houston Astros,3000,5,54.0,37.0,71.04582210242587,Y,N,N,N,NEUTRAL,N,4.5,1.5,5-6,2
2026-08-09,Drew Gilbert,San Francisco Giants,2700,6,42.4,35.2,49.61764705882353,N,N,N,N,STRONG EDGE,Y,12.5,4.63,5-6,0
2026-08-09,Luis Rengifo,San Diego Padres,2700,6,52.3,35.2,69.45161290322581,N,N,N,N,NEUTRAL,N,8.0,2.96,5-6,7
2026-08-09,Yainer Diaz,Houston Astros,3000,8,40.6,33.5,47.705035971223026,N,N,N,N,NEUTRAL,N,0.0,0.0,7+,2
2026-08-09,Isaac Paredes,Houston Astros,3000,3,43.8,33.4,54.248366013071895,N,N,N,N,NEUTRAL,N,0.0,0.0,1-4,2
2026-08-09,Max Clark,Detroit Tigers,3000,7,36.1,33.4,38.79469434832757,N,N,N,N,NEUTRAL,N,2.0,0.67,7+,0
2026-08-09,Travis Bazzana,Cleveland Guardians,4600,6,34.9,33.2,36.59504132231405,N,N,N,Y,ELITE PLATOON,N,2.0,0.43,5-6,0
2026-08-09,Spencer Torkelson,Detroit Tigers,3000,6,47.0,32.7,61.329715061058344,Y,N,N,N,NEUTRAL,N,6.0,2.0,5-6,0
2026-08-09,Jose Altuve,Houston Astros,3000,4,49.8,32.1,67.43342776203966,Y,N,N,N,PLATOON TRAP,N,0.0,0.0,1-4,2
2026-08-09,Chandler Simpson,Tampa Bay Rays,3500,3,38.9,29.5,48.275862068965516,N,N,N,N,NEUTRAL,N,16.0,4.57,1-4,0
2026-08-09,Freddy Fermin,San Diego Padres,2100,9,47.0,29.0,64.98445595854923,Y,N,N,N,PLATOON TRAP,N,7.0,3.33,7+,7
2026-08-09,Jake Cronenworth,San Diego Padres,2000,2,47.5,29.0,65.96505823627288,N,N,N,N,NEUTRAL,N,-0.5,-0.25,1-4,7
2026-08-09,Colson Montgomery,Chicago White Sox,4200,6,26.7,28.3,25.030955585464334,N,N,N,Y,PLATOON TRAP,N,19.5,4.64,5-6,0
2026-08-09,Willy Adames,San Francisco Giants,3300,3,32.5,27.5,37.46397694524496,N,N,N,N,NEUTRAL,N,5.0,1.52,1-4,0
2026-08-09,Daniel Susac,San Francisco Giants,2900,7,26.8,27.3,26.253012048192772,N,N,N,N,PLATOON TRAP,N,-0.5,-0.17,7+,0
2026-08-09,Patrick Bailey,Cleveland Guardians,2200,8,30.3,27.2,33.47016274864376,N,N,N,N,NEUTRAL,N,4.0,1.82,7+,0
2026-08-09,Brayan Rocchio,Cleveland Guardians,3400,7,25.5,27.1,23.88534107402032,N,N,N,N,NEUTRAL,N,2.5,0.74,7+,0
2026-08-09,Cal Raleigh,Seattle Mariners,4600,7,27.8,26.1,29.56140350877193,N,N,N,N,NEUTRAL,N,-0.5,-0.11,7+,0
2026-08-09,Grant Mccray,San Francisco Giants,2000,8,26.2,25.8,26.61111111111111,N,N,N,N,NEUTRAL,N,-0.5,-0.25,7+,0
2026-08-09,Brenton Doyle,Chicago White Sox,3000,1,36.5,24.9,48.06024096385542,N,N,N,N,NEUTRAL,N,15.0,5.0,1-4,0
2026-08-09,Edgar Quero,Chicago White Sox,2300,7,36.1,24.9,47.38631790744466,Y,N,N,N,NEUTRAL,N,6.0,2.61,7+,0
2026-08-09,Cedric Mullins,Tampa Bay Rays,3200,7,35.3,24.5,46.007751937984494,Y,N,N,N,NEUTRAL,N,11.0,3.44,7+,0
2026-08-09,Colt Emerson,Seattle Mariners,3800,9,25.4,24.0,26.798668885191347,N,N,N,N,NEUTRAL,N,-1.0,-0.26,7+,0
2026-08-09,Daulton Varsho,Houston Astros,3100,7,22.5,23.9,21.023988005997,N,N,N,Y,PLATOON TRAP,N,15.5,5.0,7+,2
2026-08-09,Taylor Walls,Tampa Bay Rays,2700,9,21.7,21.5,21.958549222797927,N,N,N,N,NEUTRAL,N,3.0,1.11,7+,0
