date,player,team,salary,batting_order,blended_rating,player_score,attack_conf,is_hot_run_msmi,is_anti_chalk_smash,is_cold_high_br_warning,is_cold_streak_msmi,platoon_label,is_strong_edge,actual_dk_pts,dk_pts_per_1k_salary,batting_order_tier,team_actual_runs
2026-08-02,Teoscar Hernandez,Los Angeles Dodgers,4200,7,88.0,83.6,92.45108695652173,Y,N,N,N,STRONG EDGE,Y,5.0,1.19,7+,4
2026-08-02,Freddie Freeman,Los Angeles Dodgers,5300,4,89.6,79.2,100.0,Y,N,N,N,ELITE PLATOON,N,3.0,0.57,1-4,4
2026-08-02,Willson Contreras,Boston Red Sox,4900,4,79.8,74.1,85.55779427359491,N,N,N,N,STRONG EDGE,Y,-1.0,-0.2,1-4,8
2026-08-02,Mookie Betts,Los Angeles Dodgers,4600,5,73.5,69.6,77.38848920863309,N,N,N,N,STRONG EDGE,Y,0.0,0.0,5-6,4
2026-08-02,Royce Lewis,Minnesota Twins,3600,5,76.6,67.2,85.96033994334277,Y,N,N,N,NEUTRAL,N,21.0,5.83,5-6,0
2026-08-02,Kevin Mcgonigle,Detroit Tigers,3000,3,80.5,66.7,94.38349514563107,Y,N,N,N,NEUTRAL,N,5.5,1.83,1-4,0
2026-08-02,Andy Pages,Los Angeles Dodgers,5000,2,74.9,66.4,83.39470365699874,N,N,N,N,NEUTRAL,N,13.0,2.6,1-4,4
2026-08-02,Eduardo Valencia,Detroit Tigers,3000,4,65.3,62.3,68.31908831908832,N,N,N,N,NEUTRAL,N,19.0,6.33,1-4,0
2026-08-02,Dominic Canzone,Seattle Mariners,3900,3,70.6,62.1,79.06132075471699,N,N,N,N,NEUTRAL,N,5.0,1.28,1-4,0
2026-08-02,Luis Campusano,San Diego Padres,2900,6,62.9,59.7,66.02879291251384,N,N,N,N,NEUTRAL,N,4.0,1.38,5-6,0
2026-08-02,Ryan Jeffers,Minnesota Twins,4700,2,65.3,59.2,71.36779107725789,N,N,N,N,NEUTRAL,N,5.0,1.06,1-4,0
2026-08-02,Bryce Eldridge,San Francisco Giants,3400,2,55.8,56.3,55.379746835443036,N,N,N,Y,NEUTRAL,N,4.5,1.32,1-4,0
2026-08-02,Dillon Dingler,Detroit Tigers,3000,2,52.0,55.9,48.09433962264151,N,N,N,Y,NEUTRAL,N,10.5,3.5,1-4,0
2026-08-02,Randy Arozarena,Seattle Mariners,5100,2,65.1,55.4,74.82254196642685,N,N,N,N,NEUTRAL,N,7.0,1.37,1-4,0
2026-08-02,Tommy Edman,Los Angeles Dodgers,3700,3,54.9,54.6,55.22379269729093,N,N,N,Y,NEUTRAL,N,-0.5,-0.14,1-4,4
2026-08-02,Gleyber Torres,Detroit Tigers,3000,1,58.5,50.8,66.1689961880559,N,N,N,N,STRONG EDGE,Y,21.0,7.0,1-4,0
2026-08-02,Jackson Merrill,San Diego Padres,3900,5,60.2,50.7,69.75254730713246,Y,N,N,N,PLATOON TRAP,N,26.0,6.67,5-6,0
2026-08-02,Kyle Tucker,Los Angeles Dodgers,4800,6,64.5,50.3,78.68901569186876,Y,N,N,N,NEUTRAL,N,6.5,1.35,5-6,4
2026-08-02,Wilyer Abreu,Boston Red Sox,4400,3,47.2,48.3,46.01204819277108,N,N,N,Y,NEUTRAL,N,21.0,4.77,1-4,8
2026-08-02,Ty France,San Diego Padres,2800,4,55.4,48.0,62.764904386951635,Y,N,N,N,NEUTRAL,N,10.0,3.57,1-4,0
2026-08-02,Cole Young,Seattle Mariners,3200,1,61.7,47.5,75.9651474530831,Y,N,N,N,NEUTRAL,N,16.0,5.0,1-4,0
2026-08-02,Xander Bogaerts,San Diego Padres,3500,8,50.5,46.8,54.276729559748425,N,N,N,N,NEUTRAL,N,10.5,3.0,7+,0
2026-08-02,Tyler Soderstrom,Athletics,5100,1,43.2,46.5,40.0,N,N,N,Y,NEUTRAL,N,4.5,0.88,1-4,0
2026-08-02,Julio Rodriguez,Seattle Mariners,5000,4,53.6,46.3,60.96032831737346,N,N,N,N,PLATOON TRAP,N,9.0,1.8,1-4,0
2026-08-02,Lawrence Butler,Athletics,3000,1,54.3,46.2,62.448657187993675,N,N,N,N,NEUTRAL,N,3.0,1.0,1-4,0
2026-08-02,Ben Malgeri,Detroit Tigers,3000,8,52.0,46.0,58.064935064935064,Y,N,N,N,NEUTRAL,N,4.0,1.33,7+,0
2026-08-02,Rafael Devers,San Francisco Giants,3700,4,57.9,45.5,70.29813664596273,Y,N,N,N,ELITE PLATOON,N,17.5,4.73,1-4,0
2026-08-02,Trevor Larnach,Minnesota Twins,3700,1,42.5,45.1,39.94711538461539,N,N,N,Y,NEUTRAL,N,18.0,4.86,1-4,0
2026-08-02,Max Clark,Detroit Tigers,3000,7,48.8,42.6,55.0,N,N,N,N,NEUTRAL,N,8.5,2.83,7+,0
2026-08-02,Osleivis Basabe,San Francisco Giants,3000,9,45.1,42.3,48.0,N,N,N,N,NEUTRAL,N,15.5,5.17,7+,0
2026-08-02,Drew Cavanaugh,San Francisco Giants,3000,7,43.2,42.0,44.351535836177476,N,N,N,N,NEUTRAL,N,2.0,0.67,7+,0
2026-08-02,Gavin Sheets,San Diego Padres,3200,7,41.2,41.5,40.86497890295359,N,N,N,N,NEUTRAL,N,7.0,2.19,7+,0
2026-08-02,Jung Hoo Lee,San Francisco Giants,3600,5,48.6,40.9,56.21761658031088,N,N,N,N,NEUTRAL,N,15.0,4.17,5-6,0
2026-08-02,Manny Machado,San Diego Padres,3900,3,46.2,40.5,51.91689750692521,N,N,N,N,NEUTRAL,N,-1.0,-0.26,1-4,0
2026-08-02,Heliot Ramos,San Francisco Giants,3500,3,45.0,40.4,49.60989010989011,N,N,N,N,PLATOON TRAP,N,2.5,0.71,1-4,0
2026-08-02,Jonah Heim,Athletics,3200,1,48.3,40.0,56.56509695290859,N,N,N,N,PLATOON TRAP,N,5.0,1.56,1-4,0
2026-08-02,Josh Naylor,Seattle Mariners,4700,5,46.5,39.0,54.02332361516035,N,N,N,N,NEUTRAL,N,14.0,2.98,5-6,0
2026-08-02,Josh Bell,Minnesota Twins,2600,3,37.1,38.7,35.449438202247194,N,N,N,Y,NEUTRAL,N,9.5,3.65,1-4,0
2026-08-02,Donovan Walton,Athletics,2800,1,41.5,38.2,44.74452554744526,N,N,N,N,NEUTRAL,N,-0.5,-0.18,1-4,0
2026-08-02,Luke Keaschall,Minnesota Twins,3000,8,49.3,37.7,60.87743732590529,Y,N,N,N,NEUTRAL,N,17.0,5.67,7+,0
2026-08-02,Henry Bolte,Athletics,3200,1,48.8,37.5,60.1018922852984,N,N,N,N,NEUTRAL,N,1.5,0.47,1-4,0
2026-08-02,Luis Rengifo,San Diego Padres,2700,1,49.8,37.3,62.21259842519685,N,N,N,N,STRONG EDGE,Y,7.0,2.59,1-4,0
2026-08-02,Spencer Torkelson,Detroit Tigers,3000,5,47.5,37.1,57.80487804878049,N,N,N,N,NEUTRAL,N,14.0,4.67,5-6,0
2026-08-02,Alan Roden,Minnesota Twins,2000,7,41.2,36.2,46.16322701688555,N,N,N,N,PLATOON TRAP,N,5.0,2.5,7+,0
2026-08-02,Ryan Kreidler,Minnesota Twins,2700,9,39.2,34.7,43.60801144492132,N,N,N,N,ELITE PLATOON,N,2.0,0.74,7+,0
2026-08-02,Drew Gilbert,San Francisco Giants,2700,8,40.6,34.5,46.65191740412979,N,N,N,N,ELITE PLATOON,N,1.5,0.56,7+,0
2026-08-02,Luis Arraez,San Francisco Giants,3900,1,42.6,33.8,51.4,N,N,N,N,NEUTRAL,N,0.0,0.0,1-4,0
2026-08-02,Tommy White,Athletics,3000,1,39.7,33.8,45.50561797752809,N,N,N,N,NEUTRAL,N,-1.0,-0.33,1-4,0
2026-08-02,Ceddanne Rafaela,Boston Red Sox,4200,2,54.6,33.4,75.75438596491227,N,N,N,N,PLATOON TRAP,N,18.0,4.29,1-4,8
2026-08-02,Jeff Mcneil,Athletics,2500,1,42.5,33.2,51.85243328100471,N,N,N,N,NEUTRAL,N,6.0,2.4,1-4,0
2026-08-02,Dalton Rushing,Los Angeles Dodgers,4100,9,40.6,32.9,48.33333333333334,N,N,N,N,NEUTRAL,N,0.0,0.0,7+,4
2026-08-02,Nick Sogard,Boston Red Sox,2300,1,47.7,32.7,62.73537604456825,N,N,N,N,NEUTRAL,N,1.0,0.43,1-4,8
2026-08-02,Jake Cronenworth,San Diego Padres,2000,2,43.6,31.9,55.2027027027027,N,N,N,N,NEUTRAL,N,6.0,3.0,1-4,0
2026-08-02,Victor Robles,Seattle Mariners,2500,7,37.4,29.0,45.72072072072072,N,N,N,N,PLATOON TRAP,N,2.5,1.0,7+,0
2026-08-02,Willy Adames,San Francisco Giants,3300,6,31.4,28.9,33.845272206303726,N,N,N,N,NEUTRAL,N,4.5,1.36,5-6,0
2026-08-02,Andruw Monasterio,Boston Red Sox,2400,7,50.0,28.8,71.20051746442432,N,N,N,N,NEUTRAL,N,6.0,2.5,7+,8
