date,player,team,salary,batting_order,blended_rating,player_score,attack_conf,is_hot_run_msmi,is_anti_chalk_smash,is_cold_high_br_warning,is_cold_streak_msmi,platoon_label,is_strong_edge,actual_dk_pts,dk_pts_per_1k_salary,batting_order_tier,team_actual_runs
2026-08-23,Jake Bauers,Milwaukee Brewers,4800,4,90.0,81.1,98.87640449438202,N,N,N,N,ELITE PLATOON,N,4.0,0.83,1-4,2
2026-08-23,Fernando Tatis,San Diego Padres,4500,1,86.2,72.3,100.0,Y,N,N,N,PLATOON TRAP,N,43.0,9.56,1-4,0
2026-08-23,Mookie Betts,Los Angeles Dodgers,4600,3,67.5,65.3,69.74322396576319,N,N,N,N,NEUTRAL,N,3.0,0.65,1-4,0
2026-08-23,Gabriel Moreno,Arizona Diamondbacks,3900,3,72.5,65.1,79.90364277320799,N,N,N,N,NEUTRAL,N,6.0,1.54,1-4,0
2026-08-23,Jj Bleday,Cincinnati Reds,3000,7,64.7,63.6,65.72143774069319,N,N,N,N,NEUTRAL,N,1.5,0.5,7+,0
2026-08-23,Matt Olson,Atlanta Braves,5000,3,64.6,60.4,68.79954180985109,N,N,N,N,ELITE PLATOON,N,-1.5,-0.3,1-4,4
2026-08-23,Michael Harris,Atlanta Braves,4200,1,72.5,60.1,84.80246913580247,N,N,N,N,NEUTRAL,N,13.5,3.21,1-4,4
2026-08-23,Freddie Freeman,Los Angeles Dodgers,5300,2,59.5,59.5,59.4468339307049,N,N,N,Y,STRONG EDGE,Y,8.0,1.51,1-4,0
2026-08-23,Royce Lewis,Minnesota Twins,3600,5,58.1,59.2,56.91701828410689,N,N,N,N,NEUTRAL,N,0.0,0.0,5-6,0
2026-08-23,Elly De La Cruz,Cincinnati Reds,3000,1,56.7,58.6,54.809290953545236,N,N,N,Y,PLATOON TRAP,N,6.0,2.0,1-4,0
2026-08-23,Bryan Reynolds,Pittsburgh Pirates,3000,3,56.9,55.0,58.75879396984924,N,N,N,N,NEUTRAL,N,2.0,0.67,1-4,0
2026-08-23,Ronald Acuna,Atlanta Braves,5800,2,57.7,55.0,60.304582210242586,N,N,N,Y,ELITE PLATOON,N,12.0,2.07,1-4,4
2026-08-23,Luis Campusano,San Diego Padres,2900,6,54.9,54.2,55.51066217732884,N,N,N,N,NEUTRAL,N,3.5,1.21,5-6,0
2026-08-23,Corbin Carroll,Arizona Diamondbacks,5500,2,65.3,53.4,77.13523131672598,Y,N,N,N,PLATOON TRAP,N,16.5,3.0,1-4,0
2026-08-23,Alan Roden,Minnesota Twins,2000,7,57.0,53.1,60.871271585557295,N,N,N,N,PLATOON TRAP,N,7.5,3.75,7+,0
2026-08-23,Pete Crowarmstrong,Chicago Cubs,6400,1,59.0,53.0,65.0,N,N,N,N,NEUTRAL,N,29.5,4.61,1-4,0
2026-08-23,Randy Arozarena,Seattle Mariners,5100,1,62.7,53.0,72.30310262529832,N,N,N,N,NEUTRAL,N,15.0,2.94,1-4,0
2026-08-23,Xander Bogaerts,San Diego Padres,3500,8,53.2,52.7,53.76160990712074,N,N,N,N,NEUTRAL,N,11.0,3.14,7+,0
2026-08-23,Drake Baldwin,Atlanta Braves,5100,5,63.8,52.5,75.09433962264151,N,N,N,N,ELITE PLATOON,N,6.5,1.27,5-6,4
2026-08-23,Sal Stewart,Cincinnati Reds,3000,2,58.1,52.1,64.0818858560794,N,N,N,N,NEUTRAL,N,9.0,3.0,1-4,0
2026-08-23,Garrett Mitchell,Milwaukee Brewers,3300,8,67.4,51.8,83.076726342711,N,N,N,N,NEUTRAL,N,1.5,0.45,7+,2
2026-08-23,Chase Delauter,Cleveland Guardians,3500,2,60.3,51.3,69.25584255842558,Y,N,N,N,PLATOON TRAP,N,29.0,8.29,1-4,0
2026-08-23,Billy Cook,Pittsburgh Pirates,3000,9,43.2,50.8,35.6605504587156,N,N,N,N,NEUTRAL,N,-0.5,-0.17,7+,0
2026-08-23,Teoscar Hernandez,Los Angeles Dodgers,4200,7,49.9,50.0,49.705035971223026,N,N,N,N,NEUTRAL,N,-1.0,-0.24,7+,0
2026-08-23,Michael Busch,Chicago Cubs,4400,3,56.0,49.2,62.86021505376344,N,N,N,N,NEUTRAL,N,14.5,3.3,1-4,0
2026-08-23,Dominic Canzone,Seattle Mariners,3900,2,55.4,49.0,61.70761670761671,N,N,N,N,NEUTRAL,N,5.0,1.28,1-4,0
2026-08-23,Jo Adell,Cleveland Guardians,3600,3,56.0,48.5,63.40425531914894,N,N,N,N,PLATOON TRAP,N,11.5,3.19,1-4,0
2026-08-23,Lane Thomas,Atlanta Braves,3300,6,48.7,48.5,48.98465829846583,N,N,N,Y,NEUTRAL,N,6.0,1.82,5-6,4
2026-08-23,Cole Carrigg,Colorado Rockies,3300,2,41.6,47.4,35.71832718327183,N,N,N,Y,NEUTRAL,N,-0.5,-0.15,1-4,0
2026-08-23,Dane Myers,Cincinnati Reds,3000,3,51.0,47.3,54.670375521557716,N,N,N,N,PLATOON TRAP,N,11.5,3.83,1-4,0
2026-08-23,Steven Kwan,Cleveland Guardians,3200,1,48.8,46.0,51.59451659451659,N,N,N,N,NEUTRAL,N,9.5,2.97,1-4,0
2026-08-23,Geraldo Perdomo,Arizona Diamondbacks,3800,4,40.5,45.7,35.3168044077135,N,N,N,Y,NEUTRAL,N,5.0,1.32,1-4,0
2026-08-23,Jackson Merrill,San Diego Padres,3900,5,41.4,45.7,37.01129943502825,N,N,N,Y,NEUTRAL,N,14.0,3.59,5-6,0
2026-08-23,Nathaniel Lowe,Cleveland Guardians,3000,4,45.8,45.6,45.98757763975155,N,N,N,N,STRONG EDGE,Y,7.0,2.33,1-4,0
2026-08-23,Esmerlyn Valdez,Pittsburgh Pirates,3000,2,41.8,45.4,38.224215246636774,N,N,N,Y,PLATOON TRAP,N,0.5,0.17,1-4,0
2026-08-23,Kyle Tucker,Los Angeles Dodgers,4800,6,44.0,45.0,43.00435413642961,N,N,N,N,NEUTRAL,N,6.5,1.35,5-6,0
2026-08-23,Brandon Lowe,Pittsburgh Pirates,3000,4,53.4,44.8,62.025,N,N,N,N,STRONG EDGE,Y,5.0,1.67,1-4,0
2026-08-23,Byron Buxton,Minnesota Twins,5900,2,44.3,44.6,44.0689238210399,N,N,N,N,NEUTRAL,N,2.5,0.42,1-4,0
2026-08-23,Gavin Sheets,San Diego Padres,3200,7,46.8,44.6,49.011220196353435,N,N,N,N,STRONG EDGE,Y,4.0,1.25,7+,0
2026-08-23,Jackson Chourio,Milwaukee Brewers,5400,1,54.8,44.5,65.0,N,N,N,N,ELITE PLATOON,N,6.0,1.11,1-4,2
2026-08-23,Josh Bell,Minnesota Twins,2600,3,49.1,44.3,53.99730094466936,N,N,N,N,NEUTRAL,N,-0.5,-0.19,1-4,0
2026-08-23,Manny Machado,San Diego Padres,3900,3,49.7,43.9,55.506311360448805,N,N,N,N,NEUTRAL,N,4.5,1.15,1-4,0
2026-08-23,Alex Bregman,Chicago Cubs,4000,4,51.5,43.2,59.83289817232376,N,N,N,N,NEUTRAL,N,11.5,2.88,1-4,0
2026-08-23,Ty France,San Diego Padres,2800,4,44.6,41.9,47.31322505800464,N,N,N,N,NEUTRAL,N,1.5,0.54,1-4,0
2026-08-23,Nico Hoerner,Chicago Cubs,3800,6,46.2,41.8,50.646108663729805,N,N,N,N,NEUTRAL,N,2.5,0.66,5-6,0
2026-08-23,Kaelen Culpepper,Minnesota Twins,3000,9,44.9,41.6,48.237154150197625,Y,N,N,N,NEUTRAL,N,3.0,1.0,7+,0
2026-08-23,Tim Tawa,Arizona Diamondbacks,2500,6,54.0,41.4,66.62937062937063,Y,N,N,N,STRONG EDGE,Y,8.0,3.2,5-6,0
2026-08-23,Spencer Horwitz,Pittsburgh Pirates,3000,7,32.0,41.3,22.710526315789473,N,N,N,Y,NEUTRAL,N,4.5,1.5,7+,0
2026-08-23,Ezequiel Tovar,Colorado Rockies,3900,9,35.7,41.2,30.275862068965516,N,N,N,N,NEUTRAL,N,5.0,1.28,7+,0
2026-08-23,Jake Mccarthy,Colorado Rockies,4100,1,46.5,41.1,51.951219512195124,N,N,N,N,NEUTRAL,N,5.0,1.22,1-4,0
2026-08-23,Ian Happ,Chicago Cubs,4500,5,48.1,40.7,55.564516129032256,N,N,N,N,STRONG EDGE,Y,30.5,6.78,5-6,0
2026-08-23,Willi Castro,Colorado Rockies,4300,3,47.0,40.0,53.96026490066225,N,N,N,N,NEUTRAL,N,4.5,1.05,1-4,0
2026-08-23,Nick Gonzales,Pittsburgh Pirates,3000,1,52.8,39.8,65.89238845144357,Y,N,N,N,NEUTRAL,N,7.0,2.33,1-4,0
2026-08-23,Hunter Feduccia,Los Angeles Dodgers,2200,9,39.1,39.5,38.730593607305934,N,N,N,N,STRONG EDGE,Y,4.5,2.05,7+,0
2026-08-23,Tyler Stephenson,Cincinnati Reds,3000,4,41.2,39.4,43.02319236016371,N,N,N,N,NEUTRAL,N,4.0,1.33,1-4,0
2026-08-23,Luke Keaschall,Minnesota Twins,3000,1,49.2,39.3,59.06417112299465,N,N,N,N,NEUTRAL,N,2.5,0.83,1-4,0
2026-08-23,Brice Turang,Milwaukee Brewers,5500,2,52.3,39.0,65.5463786531131,N,N,N,N,STRONG EDGE,Y,6.5,1.18,1-4,2
2026-08-23,Tommy Edman,Los Angeles Dodgers,3700,5,42.6,38.1,47.11978465679677,N,N,N,N,NEUTRAL,N,6.0,1.62,5-6,0
2026-08-23,Matt Mclain,Cincinnati Reds,3000,6,47.4,38.0,56.79938744257274,N,N,N,N,NEUTRAL,N,1.0,0.33,5-6,0
2026-08-23,Seiya Suzuki,Chicago Cubs,4600,2,43.7,37.7,49.79713603818616,N,N,N,N,PLATOON TRAP,N,23.0,5.0,1-4,0
2026-08-23,Mauricio Dubon,Atlanta Braves,3200,7,44.9,37.2,52.659574468085104,N,N,N,N,PLATOON TRAP,N,11.0,3.44,7+,4
2026-08-23,Josh Naylor,Seattle Mariners,4700,5,35.7,37.0,34.48068669527897,N,N,N,Y,NEUTRAL,N,6.0,1.28,5-6,0
2026-08-23,Angel Genao,Cleveland Guardians,2000,5,35.9,36.8,34.920980926430516,N,N,N,Y,NEUTRAL,N,-1.0,-0.5,5-6,0
2026-08-23,Victor Caratini,Minnesota Twins,3000,8,38.7,36.4,41.09375,N,N,N,N,NEUTRAL,N,0.0,0.0,7+,0
2026-08-23,Luis Rengifo,San Diego Padres,2700,9,39.8,35.6,43.993883792048926,N,N,N,N,NEUTRAL,N,9.0,3.33,7+,0
2026-08-23,Julio Rodriguez,Seattle Mariners,5000,3,35.6,34.9,36.388888888888886,N,N,N,Y,NEUTRAL,N,-1.0,-0.2,1-4,0
2026-08-23,Cole Young,Seattle Mariners,3200,7,27.0,34.7,19.285714285714285,N,N,N,Y,STRONG EDGE,Y,-0.5,-0.16,7+,0
2026-08-23,Joey Ortiz,Milwaukee Brewers,2100,7,40.8,34.7,46.8150289017341,N,N,N,N,PLATOON TRAP,N,1.5,0.71,7+,2
2026-08-23,William Contreras,Milwaukee Brewers,4500,3,57.9,34.7,81.18844566712517,Y,N,N,N,NEUTRAL,N,6.0,1.33,1-4,2
2026-08-23,Cal Raleigh,Seattle Mariners,4600,4,49.8,34.5,65.0,Y,N,N,N,NEUTRAL,N,2.5,0.54,1-4,0
2026-08-23,Will Banfield,Cincinnati Reds,3000,8,39.8,34.5,45.0,N,N,N,N,NEUTRAL,N,0.0,0.0,7+,0
2026-08-23,Jordan Lawlar,Arizona Diamondbacks,3000,7,33.3,33.6,33.075282308657464,N,N,N,Y,PLATOON TRAP,N,4.5,1.5,7+,0
2026-08-23,Nolan Arenado,Arizona Diamondbacks,3300,5,36.3,32.8,39.83968462549277,N,N,N,N,NEUTRAL,N,-1.0,-0.3,5-6,0
2026-08-23,Angel Martinez,Cleveland Guardians,4100,7,38.8,32.2,45.36879432624114,N,N,N,N,NEUTRAL,N,16.5,4.02,7+,0
